TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:56:40
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,    -0.00224
MAXY,     7.00000
MINY,    -0.01304
XYDATA
900.0000,-0.00223773
899.5000,0.000356566
899.0000,-0.00178924
898.5000,0.000282137
898.0000,-0.00208027
897.5000,-0.00387867
897.0000,-0.0050881
896.5000,-0.00519288
896.0000,-0.000446395
895.5000,0.00122421
895.0000,0.00332065
894.5000,0.000300434
894.0000,0.00186844
893.5000,0.00384957
893.0000,0.00326529
892.5000,0.00122263
892.0000,0.00109393
891.5000,-0.00195326
891.0000,-0.00420582
890.5000,-0.00495521
890.0000,-0.00117164
889.5000,0.00278994
889.0000,0.00178174
888.5000,0.00131306
888.0000,0.00755457
887.5000,0.00432132
887.0000,0.0045459
886.5000,-0.000204392
886.0000,0.00157206
885.5000,0.00213221
885.0000,0.00123103
884.5000,-0.000173486
884.0000,0.000267628
883.5000,-0.00204598
883.0000,0.00188358
882.5000,0.000365415
882.0000,0.000775215
881.5000,0.00238629
881.0000,0.00289935
880.5000,0.00124309
880.0000,-0.00132584
879.5000,-0.0016767
879.0000,-0.00469753
878.5000,0.00279144
878.0000,-0.0025925
877.5000,-0.000597092
877.0000,-0.00470543
876.5000,-0.00189841
876.0000,-0.00493637
875.5000,-0.0020909
875.0000,0.0010117
874.5000,0.00139423
874.0000,0.00324028
873.5000,-0.00232418
873.0000,-0.00847204
872.5000,-0.00406708
872.0000,1.80734E-005
871.5000,-0.00129612
871.0000,-0.0100757
870.5000,-0.00127022
870.0000,-0.00286985
869.5000,0.00431973
869.0000,-0.00176811
868.5000,-0.00265506
868.0000,-0.0034144
867.5000,-0.000395713
867.0000,0.00447966
866.5000,0.000144566
866.0000,0.00119175
865.5000,-0.00274404
865.0000,0.00251751
864.5000,-0.00342179
864.0000,-0.00686332
863.5000,-0.0123202
863.0000,-0.0130443
862.5000,-0.00478665
862.0000,-0.00068661
861.5000,0.00318381
861.0000,0.00162691
860.5000,0.00221694
860.0000,0.00158457
859.5000,0.00271023
859.0000,0.00434222
858.5000,0.00874217
858.0000,0.00545919
857.5000,0.00342722
857.0000,0.00744658
856.5000,-0.000996435
856.0000,-0.00191881
855.5000,-0.00391485
855.0000,-0.00578612
854.5000,-0.00281523
854.0000,-0.00387132
853.5000,-0.00585422
853.0000,-0.00630839
852.5000,-0.00387312
852.0000,0.00476493
851.5000,0.00676324
851.0000,0.00704411
850.5000,-0.000806085
850.0000,-0.000108785
849.5000,0.000588576
849.0000,-0.000684566
848.5000,-0.00107374
848.0000,-0.00161987
