TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:12:18
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00178
MAXY,     1.31161
MINY,    -0.01154
XYDATA
900.0000,0.00177526
899.5000,-0.00275191
899.0000,-0.0048933
898.5000,-0.00586171
898.0000,-0.00394367
897.5000,-0.00502338
897.0000,-0.00316648
896.5000,-0.00213309
896.0000,0.000834267
895.5000,0.00410267
895.0000,0.00388755
894.5000,-0.00120457
894.0000,-0.00270295
893.5000,-0.00269189
893.0000,-0.00518714
892.5000,-0.0041923
892.0000,-0.00338745
891.5000,-0.00225344
891.0000,-0.00379319
890.5000,-0.00821229
890.0000,-0.00247316
889.5000,0.00335059
889.0000,-0.000705529
888.5000,0.000415932
888.0000,0.000243553
887.5000,0.000574714
887.0000,-0.00120392
886.5000,-0.00242502
886.0000,-0.00270726
885.5000,-0.00248037
885.0000,0.0006309
884.5000,0.000747247
884.0000,0.00199257
883.5000,-0.000917707
883.0000,-0.00135961
882.5000,0.00230001
882.0000,0.00138026
881.5000,0.00346847
881.0000,-0.000229128
880.5000,-0.00212995
880.0000,-0.0021092
879.5000,-0.00334292
879.0000,-0.00711691
878.5000,-0.00210965
878.0000,2.42858E-005
877.5000,0.00207297
877.0000,0.000951851
876.5000,0.00143105
876.0000,0.00176763
875.5000,0.000600586
875.0000,0.00206049
874.5000,0.00146014
874.0000,0.0035034
873.5000,-0.00170481
873.0000,-0.00589342
872.5000,-0.00241223
872.0000,-0.00103461
871.5000,-0.00343846
871.0000,-0.00831238
870.5000,-0.00508912
870.0000,-0.00239758
869.5000,0.00222138
869.0000,-0.0036957
868.5000,-0.00964037
868.0000,-0.0107052
867.5000,-0.00456111
867.0000,0.0046758
866.5000,0.00625038
866.0000,0.00423239
865.5000,0.00255211
865.0000,0.0030096
864.5000,-0.00500991
864.0000,-0.00650183
863.5000,-0.00655824
863.0000,0.000196816
862.5000,0.00259721
862.0000,-0.00126182
861.5000,-0.00299136
861.0000,-0.00379295
860.5000,-0.00167404
860.0000,-0.00178696
859.5000,-0.0043181
859.0000,-0.00209972
858.5000,-0.00104944
858.0000,-0.00587919
857.5000,-0.00133363
857.0000,0.00276093
856.5000,-3.08162E-005
856.0000,-8.2676E-006
855.5000,-0.00626042
855.0000,-0.0107384
854.5000,-0.0115403
854.0000,-0.00711923
853.5000,-0.00356984
853.0000,-0.0048801
852.5000,-0.00558301
852.0000,-0.00182936
851.5000,0.00497539
851.0000,0.00673395
850.5000,0.00315124
850.0000,-0.000115143
849.5000,-0.000309721
849.0000,0.000845972
