TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:29:26
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00051
MAXY,     1.38958
MINY,    -0.01045
XYDATA
900.0000,0.00051211
899.5000,0.00135704
899.0000,-0.00116741
898.5000,0.000613112
898.0000,0.00369771
897.5000,0.00742268
897.0000,0.00495551
896.5000,-0.00209258
896.0000,-0.0063316
895.5000,-0.00535383
895.0000,-0.00325202
894.5000,-0.00542479
894.0000,-0.00574071
893.5000,-0.00529289
893.0000,-0.00582083
892.5000,0.00081412
892.0000,-0.000497428
891.5000,0.00020038
891.0000,-0.00124396
890.5000,-0.00496705
890.0000,-0.0055388
889.5000,-0.00394613
889.0000,-0.00149601
888.5000,-0.000330402
888.0000,-2.5903E-005
887.5000,0.000942063
887.0000,0.00421535
886.5000,0.00287596
886.0000,-0.00191232
885.5000,-0.00549582
885.0000,-0.00548231
884.5000,-0.0080996
884.0000,-0.0100837
883.5000,-0.00721015
883.0000,-0.00447074
882.5000,0.00399585
882.0000,0.00302642
881.5000,-0.00367815
881.0000,-0.00904694
880.5000,-0.00809458
880.0000,-0.00493022
879.5000,-0.00313509
879.0000,-0.00382461
878.5000,-0.0061378
878.0000,-0.00507286
877.5000,-0.00661345
877.0000,-0.00647902
876.5000,-0.000526859
876.0000,0.00248637
875.5000,0.00309047
875.0000,0.000930901
874.5000,-0.00475324
874.0000,0.00154396
873.5000,-0.00497872
873.0000,-0.00150421
872.5000,-0.00612501
872.0000,0.00283415
871.5000,0.000344898
871.0000,0.0017957
870.5000,0.000519138
870.0000,0.00216247
869.5000,0.00481965
869.0000,-0.00116779
868.5000,0.000404255
868.0000,0.00290032
867.5000,0.00556105
867.0000,0.00597783
866.5000,0.0027817
866.0000,0.00170949
865.5000,0.00170184
865.0000,0.00760001
864.5000,-8.42125E-005
864.0000,0.00396264
863.5000,-0.00265341
863.0000,-0.0054461
862.5000,-0.00751496
862.0000,-0.00057792
861.5000,0.00472093
861.0000,0.00763198
860.5000,0.00383245
860.0000,0.00451134
859.5000,0.00743344
859.0000,0.00630539
858.5000,0.000863544
858.0000,-0.00472933
857.5000,-0.00169649
857.0000,0.000614323
856.5000,-0.00198033
856.0000,0.000103604
855.5000,-0.0055053
855.0000,-6.38049E-007
854.5000,-0.00588973
854.0000,-0.00793436
853.5000,-0.00777317
853.0000,-0.00439543
852.5000,0.00501911
852.0000,0.00806287
851.5000,0.000579211
851.0000,0.00095262
850.5000,-0.0104516
850.0000,-0.00158897
849.5000,-0.00167168
849.0000,0.000236915
848.5000,0.00100203
