TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:43:49
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,    -0.00054
MAXY,     1.25351
MINY,    -0.01229
XYDATA
900.0000,-0.000538326
899.5000,-0.00180257
899.0000,0.00146731
898.5000,-0.00332853
898.0000,-0.00413755
897.5000,-0.0064852
897.0000,-0.00241809
896.5000,-0.00194334
896.0000,-0.00508184
895.5000,-0.00301661
895.0000,-0.00301326
894.5000,-0.00327953
894.0000,-0.00332419
893.5000,-0.00116116
893.0000,-0.00151131
892.5000,-0.00800504
892.0000,-0.0092055
891.5000,-0.0105559
891.0000,-0.0052808
890.5000,-0.00499212
890.0000,-0.00169665
889.5000,0.00322215
889.0000,0.00143084
888.5000,0.000974034
888.0000,0.00223192
887.5000,-0.000139801
887.0000,-0.00193021
886.5000,-0.00294485
886.0000,-0.00237604
885.5000,-0.00353602
885.0000,-0.00304011
884.5000,-0.000934979
884.0000,-0.00379491
883.5000,-0.000689261
883.0000,0.00124415
882.5000,0.00513539
882.0000,0.000679488
881.5000,0.00293418
881.0000,0.00112446
880.5000,-0.00151669
880.0000,-0.00243807
879.5000,-0.00235083
879.0000,-0.00459711
878.5000,0.00146234
878.0000,0.00216642
877.5000,0.00418157
877.0000,-0.00211305
876.5000,-0.00837694
876.0000,-0.00599648
875.5000,-0.0030569
875.0000,0.00118522
874.5000,0.00142215
874.0000,0.00445591
873.5000,0.00333524
873.0000,0.00406183
872.5000,-0.00230436
872.0000,0.0014912
871.5000,-0.00808138
871.0000,-0.00930971
870.5000,-0.00797434
870.0000,-0.00719835
869.5000,-0.000266496
869.0000,-0.00325781
868.5000,-0.00738645
868.0000,-0.00988441
867.5000,-0.00739851
867.0000,-0.00112462
866.5000,0.00381619
866.0000,0.0037257
865.5000,0.00255046
865.0000,0.00540027
864.5000,0.000450949
864.0000,-0.00446006
863.5000,-0.00562179
863.0000,-0.00443208
862.5000,-0.000998587
862.0000,0.00466065
861.5000,0.00182861
861.0000,-0.00167008
860.5000,-0.000359678
860.0000,-0.000230695
859.5000,0.00400259
859.0000,0.000937631
858.5000,0.00230898
858.0000,4.63408E-005
857.5000,-0.000691218
857.0000,0.00220545
856.5000,-0.00172274
856.0000,-0.00465605
855.5000,-0.0097325
855.0000,-0.0110466
854.5000,-0.00282314
854.0000,-0.0017949
853.5000,-0.00482653
853.0000,-0.012288
852.5000,-0.0107739
852.0000,-0.00491091
851.5000,0.000688585
851.0000,0.00175948
850.5000,-0.00283048
850.0000,-0.00057121
849.5000,-0.000318347
849.0000,-0.00035769
