TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:47:27
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,    -0.00335
MAXY,     0.34772
MINY,    -0.01596
XYDATA
900.0000,-0.00335269
899.5000,-0.00213978
899.0000,-0.00209049
898.5000,0.00248214
898.0000,0.000383949
897.5000,0.00363407
897.0000,0.000674364
896.5000,0.00253554
896.0000,-0.00209623
895.5000,0.00146277
895.0000,0.00113638
894.5000,0.00249534
894.0000,0.00463872
893.5000,0.00186954
893.0000,-0.000421512
892.5000,0.00468841
892.0000,0.00770115
891.5000,0.00805618
891.0000,0.00356631
890.5000,-0.00267391
890.0000,-0.0010108
889.5000,-0.00139019
889.0000,9.47093E-005
888.5000,-0.000509969
888.0000,0.00494391
887.5000,0.00758514
887.0000,0.00376559
886.5000,-0.000722296
886.0000,-0.00250517
885.5000,-0.00555408
885.0000,-0.00435109
884.5000,-0.00804196
884.0000,0.00120879
883.5000,0.000733405
883.0000,0.0010697
882.5000,0.00161895
882.0000,0.000461024
881.5000,0.00682
881.0000,0.00204871
880.5000,0.00695846
880.0000,0.00187627
879.5000,-0.00285566
879.0000,-0.00531533
878.5000,-0.00774795
878.0000,-0.0034825
877.5000,-0.00189879
877.0000,0.00365219
876.5000,0.00122411
876.0000,0.0065796
875.5000,-0.00126859
875.0000,-0.00564707
874.5000,-0.00826314
874.0000,-0.00468634
873.5000,0.00478291
873.0000,0.00225642
872.5000,0.00182707
872.0000,-0.000672428
871.5000,-0.0015038
871.0000,-0.00105591
870.5000,-0.0019223
870.0000,-0.00485646
869.5000,-0.000275917
869.0000,-0.00365042
868.5000,-0.00585308
868.0000,-0.00575035
867.5000,0.00121574
867.0000,0.00377351
866.5000,0.00576793
866.0000,0.0117395
865.5000,0.00394123
865.0000,0.00741858
864.5000,-0.00124095
864.0000,0.000650405
863.5000,-0.000314929
863.0000,0.00086982
862.5000,-0.000326895
862.0000,-0.000199657
861.5000,0.00411477
861.0000,0.00787033
860.5000,0.00303602
860.0000,-0.00121785
859.5000,-0.00253073
859.0000,-0.00409506
858.5000,-0.00764397
858.0000,-0.0159592
857.5000,-0.00928758
857.0000,-0.00338563
856.5000,0.00527531
856.0000,0.00543867
855.5000,-0.000749571
855.0000,0.0065353
854.5000,-0.00204439
854.0000,-0.000629952
853.5000,0.0070826
853.0000,0.0078342
852.5000,0.00814997
852.0000,-0.000670477
851.5000,0.00421631
851.0000,0.0026746
850.5000,0.000816322
850.0000,-0.000379084
849.5000,0.000561398
849.0000,-0.000194605
848.5000,0.000381997
848.0000,0.00205484
