TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:52:08
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,    -0.00411
MAXY,     0.53875
MINY,    -0.01445
XYDATA
900.0000,-0.00411101
899.5000,-0.00217904
899.0000,-0.00117639
898.5000,-0.00253078
898.0000,-0.00294155
897.5000,-0.00920028
897.0000,-0.0060981
896.5000,-0.00561239
896.0000,-0.00235589
895.5000,-0.000995054
895.0000,-0.000662833
894.5000,-0.0028273
894.0000,-0.00138481
893.5000,-0.00537241
893.0000,-0.00689317
892.5000,-0.00984536
892.0000,-0.00651492
891.5000,-0.00635145
891.0000,-0.00318727
890.5000,-0.00875854
890.0000,-0.00539423
889.5000,-0.00390197
889.0000,-0.00684184
888.5000,-0.0043511
888.0000,-0.0013595
887.5000,-0.00366884
887.0000,-0.00631643
886.5000,-0.00513426
886.0000,-0.0010647
885.5000,-0.00176173
885.0000,-0.00162783
884.5000,-0.00118174
884.0000,-0.00646239
883.5000,-0.00713472
883.0000,-0.00647069
882.5000,0.00273711
882.0000,-0.00282959
881.5000,-0.00129559
881.0000,-0.00360814
880.5000,-0.00251212
880.0000,-0.00196807
879.5000,-0.00424796
879.0000,-0.00516784
878.5000,0.00170153
878.0000,0.00165034
877.5000,0.000848915
877.0000,-0.00499057
876.5000,-0.0030073
876.0000,-0.00600025
875.5000,-0.000244412
875.0000,0.000855777
874.5000,-0.000519964
874.0000,5.41665E-005
873.5000,-0.00457511
873.0000,-0.00313179
872.5000,0.00052856
872.0000,0.00595422
871.5000,-0.000818294
871.0000,-0.00355734
870.5000,-0.00540181
870.0000,-0.00226591
869.5000,-0.00298218
869.0000,-0.00782301
868.5000,-0.00821559
868.0000,-0.0084648
867.5000,-0.00627119
867.0000,0.00213036
866.5000,0.00426289
866.0000,0.00678901
865.5000,-0.000600134
865.0000,0.00300403
864.5000,-0.00483686
864.0000,-0.0099058
863.5000,-0.0144494
863.0000,-0.00983219
862.5000,-0.00369276
862.0000,-2.2261E-005
861.5000,-0.00274659
861.0000,-0.00205539
860.5000,-0.0043065
860.0000,-0.00120235
859.5000,7.27824E-005
859.0000,-0.00341742
858.5000,-0.00423992
858.0000,-0.00725484
857.5000,-0.0081957
857.0000,-0.00349219
856.5000,-0.000955216
856.0000,0.00519141
855.5000,0.00641609
855.0000,-7.74724E-005
854.5000,-0.00324024
854.0000,-0.00532508
853.5000,-0.00428917
853.0000,-0.00450383
852.5000,-0.00499209
852.0000,0.00168207
851.5000,0.00449432
851.0000,0.00155911
850.5000,-0.00439914
850.0000,-0.00238386
849.5000,-0.00237892
