TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:07:59
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00426
MAXY,     7.00000
MINY,    -0.01151
XYDATA
900.0000,0.00426252
899.5000,0.00521963
899.0000,-0.00290023
898.5000,-0.00115127
898.0000,-0.000942896
897.5000,0.00471076
897.0000,-0.00281093
896.5000,-0.0115069
896.0000,-0.0103601
895.5000,-0.00613595
895.0000,-0.00244452
894.5000,-0.00494486
894.0000,-0.0073192
893.5000,-0.00753992
893.0000,-0.00791384
892.5000,0.00047328
892.0000,-0.00149947
891.5000,0.00378569
891.0000,0.00112693
890.5000,0.0020054
890.0000,-0.00144766
889.5000,0.00135501
889.0000,-0.00171454
888.5000,0.000631335
888.0000,-0.000295532
887.5000,0.00100162
887.0000,0.00350428
886.5000,0.000883128
886.0000,7.91311E-005
885.5000,-0.00227846
885.0000,-0.00332257
884.5000,-0.00437583
884.0000,-0.00651454
883.5000,-0.00231774
883.0000,-0.00357072
882.5000,0.0030462
882.0000,0.00271129
881.5000,0.00211767
881.0000,0.00239359
880.5000,0.00490707
880.0000,0.00678656
879.5000,0.000476735
879.0000,-0.00257669
878.5000,-0.00290846
878.0000,-0.00225486
877.5000,0.000136806
877.0000,-0.00223682
876.5000,-0.0021449
876.0000,-0.00293369
875.5000,-0.00193119
875.0000,0.000776408
874.5000,-0.00490861
874.0000,-0.00522706
873.5000,-0.00947353
873.0000,-0.00187981
872.5000,0.00120601
872.0000,0.00713955
871.5000,8.18505E-005
871.0000,0.00255766
870.5000,-0.00269214
870.0000,0.00269272
869.5000,0.00426685
869.0000,0.00346524
868.5000,0.000635757
868.0000,0.0066634
867.5000,0.00596148
867.0000,0.00195544
866.5000,0.00219375
866.0000,0.000110836
865.5000,0.002475
865.0000,0.00275781
864.5000,-0.00281269
864.0000,0.00263439
863.5000,-0.00256663
863.0000,-0.000723722
862.5000,-0.0089745
862.0000,0.000412516
861.5000,0.001801
861.0000,0.0071967
860.5000,7.81273E-005
860.0000,0.0050944
859.5000,0.0107702
859.0000,0.00969337
858.5000,0.00341075
858.0000,0.00404285
857.5000,0.00209465
857.0000,0.00312243
856.5000,-0.00392999
856.0000,5.2095E-005
855.5000,-0.00473401
855.0000,0.00152725
854.5000,0.00192536
854.0000,0.000861169
853.5000,0.00691313
853.0000,0.00911038
852.5000,0.00381478
852.0000,0.00274107
851.5000,-0.00189338
851.0000,-0.000829877
850.5000,-0.00240996
850.0000,-0.000767497
849.5000,-0.00178
849.0000,-0.00128456
848.5000,-0.00136958
848.0000,-0.000927969
