TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:14:31
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00470
MAXY,     7.00000
MINY,    -0.01308
XYDATA
900.0000,0.00470188
899.5000,0.00310295
899.0000,-0.00168515
898.5000,0.000554213
898.0000,0.00111629
897.5000,0.00500081
897.0000,0.00150368
896.5000,-0.000628973
896.0000,-0.0011426
895.5000,0.00191788
895.0000,0.00144264
894.5000,-0.000871044
894.0000,-0.00496024
893.5000,-0.00204487
893.0000,-0.00157006
892.5000,0.005581
892.0000,0.000198448
891.5000,-0.00155122
891.0000,-0.00256132
890.5000,-0.00385198
890.0000,-0.000259811
889.5000,-0.000962649
889.0000,-0.00185616
888.5000,-0.00337538
888.0000,-0.00360851
887.5000,-0.00195252
887.0000,0.00535087
886.5000,0.00435769
886.0000,0.00198245
885.5000,-0.00347318
885.0000,-0.00317543
884.5000,-0.00320672
884.0000,-0.00826838
883.5000,-0.00278098
883.0000,0.00167325
882.5000,0.0025433
882.0000,0.00436084
881.5000,-0.00327972
881.0000,-0.000273171
880.5000,0.00236446
880.0000,0.00738263
879.5000,0.00240435
879.0000,0.00425808
878.5000,-0.00206867
878.0000,0.00139727
877.5000,-0.00262544
877.0000,-0.00320927
876.5000,-0.00144668
876.0000,-0.00199674
875.5000,-0.00203322
875.0000,-0.00607089
874.5000,-0.0099039
874.0000,-0.0067635
873.5000,-0.00294075
873.0000,0.00155056
872.5000,0.00172388
872.0000,0.00534814
871.5000,-0.00137227
871.0000,0.00193813
870.5000,6.09678E-005
870.0000,0.00481177
869.5000,0.00414489
869.0000,0.00558026
868.5000,0.00347966
868.0000,0.00485657
867.5000,0.00366845
867.0000,0.00248361
866.5000,0.00719249
866.0000,0.0083512
865.5000,0.00811163
865.0000,0.00884942
864.5000,0.00455977
864.0000,0.00451448
863.5000,0.000620917
863.0000,0.00314183
862.5000,-0.00241363
862.0000,0.00775716
861.5000,0.00496624
861.0000,0.011374
860.5000,0.00363125
860.0000,0.005638
859.5000,0.00587096
859.0000,0.00817758
858.5000,-0.00189792
858.0000,-0.00539663
857.5000,-0.0035908
857.0000,-0.00531447
856.5000,-0.00746436
856.0000,-0.00298844
855.5000,0.00179438
855.0000,0.00998715
854.5000,0.00906336
854.0000,0.00647575
853.5000,0.00123639
853.0000,-0.000270758
852.5000,-0.00504669
852.0000,-0.00338295
851.5000,-0.00249527
851.0000,-0.00634801
850.5000,-0.0130843
850.0000,-0.000759449
849.5000,1.42805E-005
849.0000,0.00151632
848.5000,0.000315516
848.0000,-0.000306115
