TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:29:39
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00238
MAXY,     0.45421
MINY,    -0.00362
XYDATA
900.0000,0.0023767
899.5000,0.00558397
899.0000,0.00989709
898.5000,0.0102503
898.0000,0.00619104
897.5000,0.0015938
897.0000,0.00378576
896.5000,0.00216411
896.0000,0.00540513
895.5000,0.00701396
895.0000,0.00716039
894.5000,0.00696833
894.0000,0.00210782
893.5000,0.00778321
893.0000,0.00589003
892.5000,0.00452322
892.0000,0.00340599
891.5000,0.000983436
891.0000,0.00201638
890.5000,-0.000448935
890.0000,0.00343278
889.5000,0.00348992
889.0000,0.00260384
888.5000,0.00450831
888.0000,0.00546128
887.5000,0.00114927
887.0000,-0.00280187
886.5000,-0.00321844
886.0000,0.00295364
885.5000,0.00422918
885.0000,0.00779696
884.5000,0.00324159
884.0000,0.0020703
883.5000,-0.00178255
883.0000,-0.00135837
882.5000,0.00568509
882.0000,0.0073055
881.5000,0.0136138
881.0000,0.00834897
880.5000,0.00335839
880.0000,0.000598964
879.5000,0.00237415
879.0000,0.00499421
878.5000,0.00767374
878.0000,0.002977
877.5000,0.00212607
877.0000,0.00101296
876.5000,0.00609525
876.0000,0.00520825
875.5000,0.00929882
875.0000,0.00549494
874.5000,0.00566865
874.0000,0.0084295
873.5000,0.000523307
873.0000,-0.000678236
872.5000,0.000474172
872.0000,0.0041512
871.5000,0.0067752
871.0000,0.0024946
870.5000,0.0084188
870.0000,0.00979801
869.5000,0.00850055
869.0000,0.0064611
868.5000,-0.00117805
868.0000,0.00404094
867.5000,0.00644106
867.0000,0.0119243
866.5000,0.0124779
866.0000,0.0119921
865.5000,0.00982716
865.0000,0.0084539
864.5000,0.00275684
864.0000,-0.00361973
863.5000,-0.00121043
863.0000,-0.00118204
862.5000,0.00144058
862.0000,0.00403157
861.5000,0.00367652
861.0000,0.00761732
860.5000,0.00524283
860.0000,-0.000205928
859.5000,0.00172895
859.0000,0.00161685
858.5000,0.013057
858.0000,0.00982033
857.5000,0.0109914
857.0000,0.00729768
856.5000,0.00590966
856.0000,0.00900767
855.5000,0.00435231
855.0000,-0.000953626
854.5000,0.00104369
854.0000,0.00368232
853.5000,0.00768542
853.0000,0.00339205
852.5000,0.00240715
852.0000,0.00689882
851.5000,0.0049547
851.0000,0.00986082
850.5000,0.00615778
850.0000,0.00647645
849.5000,0.00559113
849.0000,0.00567902
848.5000,0.00549595
848.0000,0.00593022
847.5000,0.00568169
847.0000,0.00577014
846.5000,0.00602436
846.0000,0.00628607
