TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:05:09
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00239
MAXY,     7.00000
MINY,    -0.00639
XYDATA
900.0000,0.00238861
899.5000,0.00510949
899.0000,-0.00057878
898.5000,0.00498477
898.0000,0.00406392
897.5000,0.0109595
897.0000,0.0069646
896.5000,0.00276455
896.0000,-0.00222433
895.5000,0.000152245
895.0000,-0.00179267
894.5000,-0.00380857
894.0000,-0.00639
893.5000,-0.00228761
893.0000,-0.00347629
892.5000,0.00418439
892.0000,0.001608
891.5000,0.00780165
891.0000,0.00759279
890.5000,0.00365357
890.0000,0.00222682
889.5000,0.00328832
889.0000,0.00598085
888.5000,0.00771686
888.0000,0.00842097
887.5000,0.0062429
887.0000,0.00844792
886.5000,0.00698717
886.0000,0.00646759
885.5000,0.00197614
885.0000,0.00133377
884.5000,-0.00111664
884.0000,-0.00455719
883.5000,0.00593915
883.0000,0.00610743
882.5000,0.0117157
882.0000,0.00793016
881.5000,0.00335672
881.0000,0.00396323
880.5000,0.00687011
880.0000,0.012003
879.5000,0.00235796
879.0000,-0.000922895
878.5000,-0.00178341
878.0000,0.000644037
877.5000,0.00147906
877.0000,0.00132672
876.5000,0.00128659
876.0000,0.00236529
875.5000,0.00634532
875.0000,0.00430142
874.5000,-0.000326733
874.0000,0.00193685
873.5000,0.000219184
873.0000,0.00469172
872.5000,0.00374795
872.0000,0.0093173
871.5000,0.00753838
871.0000,0.00934064
870.5000,0.0090714
870.0000,0.00895049
869.5000,0.0113807
869.0000,0.00690615
868.5000,0.00568535
868.0000,0.00724438
867.5000,0.00997521
867.0000,0.0101306
866.5000,0.00878978
866.0000,0.00576484
865.5000,0.00283568
865.0000,0.00317471
864.5000,0.0026078
864.0000,0.00442622
863.5000,0.0051226
863.0000,0.00517563
862.5000,-0.0060488
862.0000,-0.000474375
861.5000,0.0017938
861.0000,0.00806215
860.5000,0.0021248
860.0000,0.00471867
859.5000,0.0160978
859.0000,0.0147681
858.5000,0.00896063
858.0000,0.00320407
857.5000,0.00441013
857.0000,0.0087816
856.5000,0.00395929
856.0000,0.00669733
855.5000,0.00945291
855.0000,0.0127432
854.5000,0.0107662
854.0000,0.00724853
853.5000,0.00630874
853.0000,0.00564614
852.5000,0.00518258
852.0000,0.00795878
851.5000,0.00991457
851.0000,0.0080853
850.5000,0.00216158
850.0000,0.00394671
849.5000,0.0056067
849.0000,0.00703434
848.5000,0.00716166
848.0000,0.00685461
847.5000,0.00715093
847.0000,0.0069447
846.5000,0.00662266
846.0000,0.00654053
