TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:59:38
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,    -0.00419
MAXY,     1.00417
MINY,    -0.01770
XYDATA
900.0000,-0.00418971
899.5000,-0.0046819
899.0000,-0.00375811
898.5000,-0.00299958
898.0000,-0.00371201
897.5000,-0.00330605
897.0000,0.0015331
896.5000,0.00360188
896.0000,0.00269708
895.5000,0.0026074
895.0000,0.000350439
894.5000,0.00246201
894.0000,-0.000829994
893.5000,-0.000983765
893.0000,-0.00634144
892.5000,-0.00667987
892.0000,-0.0049266
891.5000,-0.00349394
891.0000,-0.00519618
890.5000,-0.00525398
890.0000,0.000461539
889.5000,0.00312765
889.0000,0.00137145
888.5000,-0.00100765
888.0000,0.00213947
887.5000,-0.00049918
887.0000,0.000839932
886.5000,-0.000536813
886.0000,0.00108292
885.5000,-0.00210182
885.0000,-0.00135118
884.5000,-0.00419043
884.0000,-0.00300012
883.5000,-0.00503113
883.0000,-0.00517537
882.5000,-0.00128712
882.0000,0.0020558
881.5000,0.00282959
881.0000,0.00355974
880.5000,-0.00203922
880.0000,-0.00190299
879.5000,-0.00258282
879.0000,-0.0036132
878.5000,0.00168699
878.0000,0.000475737
877.5000,-0.00255107
877.0000,-0.00104984
876.5000,-0.00444388
876.0000,-0.00370435
875.5000,0.00255424
875.0000,0.00126331
874.5000,0.00498349
874.0000,0.00539557
873.5000,-0.00329803
873.0000,-0.00901068
872.5000,-0.0113092
872.0000,-0.00943028
871.5000,-0.010067
871.0000,-0.0128359
870.5000,-0.00265274
870.0000,-0.00417604
869.5000,0.00125871
869.0000,-0.00801781
868.5000,-0.0133459
868.0000,-0.0126678
867.5000,-0.00866056
867.0000,-0.000154648
866.5000,-0.000584453
866.0000,-0.00324963
865.5000,-0.001261
865.0000,0.000870841
864.5000,-0.00269514
864.0000,-0.0101838
863.5000,-0.0177036
863.0000,-0.0161303
862.5000,-0.0101967
862.0000,-0.00656421
861.5000,-0.00347262
861.0000,-0.00718701
860.5000,-0.00473106
860.0000,-0.00478992
859.5000,-0.00364415
859.0000,-0.00452322
858.5000,0.00260091
858.0000,0.000182783
857.5000,0.0043947
857.0000,0.00300587
856.5000,0.00102598
856.0000,0.00307863
855.5000,-0.00221732
855.0000,-0.00315724
854.5000,0.000326452
854.0000,0.0012436
853.5000,0.00179287
853.0000,-0.00183525
852.5000,-0.00525517
852.0000,-0.00384078
851.5000,0.00147253
851.0000,0.0035611
850.5000,-0.00302053
850.0000,-0.00152513
849.5000,-0.00170886
849.0000,-0.00212293
848.5000,-0.00225011
