TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:43:34
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00276
MAXY,     7.00000
MINY,    -0.01073
XYDATA
900.0000,0.00276214
899.5000,-0.00407286
899.0000,-0.00155296
898.5000,0.00049481
898.0000,0.000940686
897.5000,0.00322774
897.0000,-0.000440561
896.5000,0.000386898
896.0000,-0.00220925
895.5000,0.00343354
895.0000,0.00178964
894.5000,0.00448753
894.0000,0.00528933
893.5000,0.00204651
893.0000,0.0001655
892.5000,-0.00317937
892.0000,-0.00147997
891.5000,-0.00222297
891.0000,-0.00278002
890.5000,-0.00552496
890.0000,-0.000876031
889.5000,0.000946649
889.0000,-9.23329E-005
888.5000,-0.0051289
888.0000,-0.00163158
887.5000,0.0026494
887.0000,0.00552867
886.5000,0.000456646
886.0000,-0.000227013
885.5000,-0.00634663
885.0000,-0.00450493
884.5000,-0.00234321
884.0000,0.00391376
883.5000,0.0031239
883.0000,0.00174589
882.5000,0.00252671
882.0000,0.00289137
881.5000,0.00214617
881.0000,-0.000524396
880.5000,0.00815807
880.0000,0.007851
879.5000,0.00183741
879.0000,-0.00565943
878.5000,-0.0058528
878.0000,-0.00709322
877.5000,-0.00293121
877.0000,-0.00162568
876.5000,1.95725E-005
876.0000,0.00851779
875.5000,-0.00203812
875.0000,-0.00441698
874.5000,-0.010725
874.0000,-0.00921353
873.5000,0.00196028
873.0000,0.00296193
872.5000,0.00526197
872.0000,0.00321067
871.5000,0.00804671
871.0000,0.0101665
870.5000,0.00672613
870.0000,-0.000277206
869.5000,0.000654746
869.0000,0.000147659
868.5000,0.00357362
868.0000,0.00263222
867.5000,0.00152256
867.0000,0.00343865
866.5000,-0.00173198
866.0000,-0.00161514
865.5000,-0.00245624
865.0000,-2.47226E-005
864.5000,-0.00342455
864.0000,-0.00539282
863.5000,-0.00828184
863.0000,-0.0055898
862.5000,-0.00471221
862.0000,-0.00228693
861.5000,0.000915887
861.0000,0.00459686
860.5000,0.000862185
860.0000,7.03687E-005
859.5000,0.00136722
859.0000,-0.000637613
858.5000,-0.00584944
858.0000,-0.0102448
857.5000,-0.00578528
857.0000,-0.00241401
856.5000,0.00297472
856.0000,0.00411632
855.5000,0.0058124
855.0000,0.0111111
854.5000,0.00466863
854.0000,0.00523093
853.5000,0.0100486
853.0000,0.00379746
852.5000,0.0013397
852.0000,-0.00268619
851.5000,-0.00546228
851.0000,-0.00187567
850.5000,0.000740134
850.0000,0.00105735
849.5000,0.000886479
849.0000,0.00114968
848.5000,0.000240042
848.0000,0.00110752
