TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,16:36:28
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,    -0.00393
MAXY,     2.74422
MINY,    -0.01742
XYDATA
900.0000,-0.00392794
899.5000,-0.00112533
899.0000,6.48258E-005
898.5000,-0.00383521
898.0000,-0.00418357
897.5000,-0.00225394
897.0000,0.00139297
896.5000,-0.00173222
896.0000,-0.00117949
895.5000,0.000259004
895.0000,-0.000242268
894.5000,-0.00307994
894.0000,-0.00318205
893.5000,-0.00167091
893.0000,-0.00126318
892.5000,-0.00638374
892.0000,-0.005221
891.5000,-0.00593077
891.0000,-0.00685083
890.5000,-0.00695087
890.0000,-0.000993819
889.5000,0.00013704
889.0000,-0.00267252
888.5000,-0.00576329
888.0000,-0.00204879
887.5000,-0.00329575
887.0000,-0.00630767
886.5000,-0.00695581
886.0000,-0.00489243
885.5000,-0.00434022
885.0000,-0.00148291
884.5000,-0.001948
884.0000,-0.00178124
883.5000,-0.00594892
883.0000,-0.00499539
882.5000,-0.00214902
882.0000,0.00083817
881.5000,0.00297603
881.0000,0.00372836
880.5000,-0.00208195
880.0000,-0.00460116
879.5000,-0.00362745
879.0000,-0.00542752
878.5000,4.4599E-005
878.0000,-0.000668353
877.5000,-0.000814428
877.0000,-0.000807141
876.5000,0.000701128
876.0000,-0.00313
875.5000,-0.00168288
875.0000,-0.00264735
874.5000,-0.000755476
874.0000,0.00108653
873.5000,-0.00432218
873.0000,-0.00602599
872.5000,-0.00652689
872.0000,-0.00333837
871.5000,-0.00721249
871.0000,-0.0120252
870.5000,-0.00976928
870.0000,-0.00508681
869.5000,-0.00223202
869.0000,-0.00500614
868.5000,-0.0067818
868.0000,-0.00395007
867.5000,-0.000738747
867.0000,0.00497265
866.5000,0.00329037
866.0000,0.00418018
865.5000,-0.00341486
865.0000,-5.71509E-005
864.5000,-0.00853197
864.0000,-0.0113043
863.5000,-0.0174153
863.0000,-0.0117446
862.5000,-0.000676099
862.0000,0.00148883
861.5000,0.00401534
861.0000,-0.00453532
860.5000,-0.00250281
860.0000,-0.00336664
859.5000,0.000139249
859.0000,-0.00286207
858.5000,-0.00205121
858.0000,-0.00485699
857.5000,0.000587685
857.0000,0.00113778
856.5000,-0.000115963
856.0000,0.00101956
855.5000,-0.00487034
855.0000,-0.0123695
854.5000,-0.00924859
854.0000,-0.00965632
853.5000,0.00151121
853.0000,-0.00677072
852.5000,-0.00892306
852.0000,-0.00839201
851.5000,-0.00347366
851.0000,-0.000673094
850.5000,-0.00655358
850.0000,-0.00129687
849.5000,-0.00184556
