TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,21/09/13
TIME,17:23:24
SPECTROMETER/DATA SYSTEM,
LOCALE,2057
RESOLUTION,
DELTAX,-0.5
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  300.0000
NPOINTS,    1201
FIRSTY,     0.00062
MAXY,     7.00000
MINY,    -0.00615
XYDATA
900.0000,0.000621624
899.5000,0.00731495
899.0000,0.00250205
898.5000,0.00467687
898.0000,0.00359529
897.5000,0.00676176
897.0000,0.00175783
896.5000,0.000969932
896.0000,-0.000267824
895.5000,0.000154527
895.0000,-0.00260649
894.5000,-0.00304171
894.0000,-0.00310864
893.5000,0.000148433
893.0000,-7.25089E-005
892.5000,0.00528942
892.0000,0.00630608
891.5000,0.00681763
891.0000,0.00354713
890.5000,-0.00230972
890.0000,0.000750097
889.5000,0.00714684
889.0000,0.00949246
888.5000,0.00700775
888.0000,0.00709811
887.5000,0.0067166
887.0000,0.00915088
886.5000,0.00612683
886.0000,0.002475
885.5000,0.000146319
885.0000,0.000848231
884.5000,0.00304024
884.0000,-2.58725E-005
883.5000,0.00596925
883.0000,0.00376792
882.5000,0.00824041
882.0000,0.00826425
881.5000,0.00339704
881.0000,0.00146449
880.5000,-0.0010946
880.0000,0.00174101
879.5000,0.00092217
879.0000,0.00461965
878.5000,0.00179976
878.0000,0.0035503
877.5000,-0.002538
877.0000,0.00230864
876.5000,0.00542568
876.0000,0.00469927
875.5000,0.00333868
875.0000,-0.000793105
874.5000,-0.00532968
874.0000,-0.00188075
873.5000,-0.00174163
873.0000,0.00194523
872.5000,0.00535707
872.0000,0.00758121
871.5000,0.00453772
871.0000,0.00589608
870.5000,0.00495065
870.0000,0.0109817
869.5000,0.0110955
869.0000,0.00476398
868.5000,-0.000908835
868.0000,0.000405618
867.5000,0.00214738
867.0000,0.00223136
866.5000,0.00361627
866.0000,0.00193947
865.5000,0.0086214
865.0000,0.0119618
864.5000,0.00844114
864.0000,0.00874365
863.5000,0.00698296
863.0000,0.00697657
862.5000,0.00111936
862.0000,0.004644
861.5000,0.00808243
861.0000,0.0156143
860.5000,0.00773199
860.0000,0.0114939
859.5000,0.0110245
859.0000,0.0128754
858.5000,0.0037376
858.0000,0.00392285
857.5000,0.0090731
857.0000,0.0114259
856.5000,-0.00188144
856.0000,-0.00115361
855.5000,-0.00614967
855.0000,0.00279794
854.5000,0.00200603
854.0000,0.00325157
853.5000,0.00648115
853.0000,0.00709585
852.5000,0.0110328
852.0000,0.0109696
851.5000,0.00961998
851.0000,0.0057161
850.5000,0.00146141
850.0000,0.00246707
849.5000,0.00317561
849.0000,0.00378178
848.5000,0.00392134
848.0000,0.00300438
847.5000,0.00305429
847.0000,0.00304143
846.5000,0.00364248
