,Co3O(OH),Co3O,Co4O4,T1,rT1,T2,rT2,V_TOT
0,0.0,0.0,1.0,Yb,0.45200824198372064,SA,0.0,3.75
1,0.0,0.06116978151167047,1.0,MeOH,0.0,MeOH,0.15634697597656383,7.5
2,0.0,0.026934525153936528,1.0,Yb,0.0,TMTACN,0.22156480283349644,7.5
3,0.0,0.0,1.0,Yb,0.39741443854697434,SA,0.41817926514056486,3.75
4,0.0,0.060785961837458886,0.014744882077743254,Ce,0.0,TMTACN,0.5,6.806301762052524
5,0.0,0.0,0.5417223458056895,Ce,0.0,TMTACN,0.5,4.389992894491631
6,0.05327618440271874,0.3066836120227771,0.8933157228101788,Ce,0.12518991409702543,TMTACN,0.0006915118676398377,6.926510887079335
7,0.05434038132312667,0.04381035679920961,0.2682505771416264,MeOH,0.019549708854713365,TMTACN,0.5,6.385812754463651
8,0.055790368162886725,0.11998653109267952,0.07919420455177142,Dy,0.0,TMTACN,0.5,3.9772039435000477
9,0.08109124384405668,0.7675047468958128,0.3716659072392854,Ce,0.0,TMTACN,0.5,7.289670924899175
10,0.007620528163625307,0.7716085150315161,0.013491502725203325,MeOH,0.05197720899155626,SA,0.48825917091169596,3.7591666922362097
11,0.04464443973788618,0.16058893171499444,0.19739520910196812,Ce,0.0010042603455484814,OA,0.47983110591971545,4.220947471404144
12,0.006336585312603782,0.6813102063998239,0.6692315094178787,Yb,0.4254293492149398,TMTACN,0.42265171954479724,7.30859403193716
13,0.2597320995334918,0.09452863232828647,0.6861950559335829,Ce,0.09281172362195506,TMTACN,0.5,7.3121364318437205
14,0.3022707182906228,0.7545454368953267,0.47818908490697004,MeOH,0.2880717081645428,SA,0.32076910961199895,5.647146009629996
15,0.04741430177684725,0.4568337677954675,0.5845152983820887,Ce,0.005354832815424064,MeOH,0.5,6.967623277785919
16,0.04894271591107931,0.0,0.9397179653134077,Ce,0.37646602659874095,SA,0.5,5.176383743736677
17,0.0,0.22005919091336032,0.43339351762079514,Yb,0.23477866280874748,TMTACN,0.5,4.920100258498598
18,0.0,0.0,0.7700954169921828,MeOH,0.003906392506452496,SA,0.5,4.478941730988652
19,0.06652186894771758,0.0,0.8969092325812792,Ce,0.0,SA,0.4563413778098996,4.358786887632129
