,Co3O(OH),Co3O,Co4O4,T1,rT1,T2,rT2,V_TOT
20,0.6298592072423442,0.00851865782029883,0.6558038801469265,Ce,0.21095399591068584,TMTACN,0.45744497668565987,6.55136857299979
21,0.048460953482209884,0.0,0.6210002050161879,Ce,0.11622791791890753,SA,0.47236807833139455,4.764416051228024
22,0.18519010260265273,0.18604018461220292,0.6848421238938494,Yb,0.3347559543734168,MeOH,0.4430417152788327,5.427387604733051
23,0.30208779724768825,0.005405106403932293,0.9937177844780737,MeOH,0.45990626419827324,SA,0.17240195292830746,6.319131732029671
24,0.18773809098248775,0.12806876305011589,0.4887207055701588,MeOH,0.010768275372690013,TMTACN,0.1599050503226739,4.83624986974332
25,0.0738685311547629,0.0,0.634716311996882,MeOH,0.051118793159756266,OA,0.5,7.1603652111189415
26,0.29712716528090216,0.036956446374187026,0.9624782558805098,MeOH,0.21702746778974716,OA,0.3267201327797314,5.3873994304877435
27,0.08461611125874054,0.4885440960209188,0.6950046659669723,Dy,0.0,TMTACN,0.35086129889765827,6.319665025794553
28,0.01686221407621199,0.08378632574981415,0.9554479252571694,Yb,0.4941430032196321,OA,0.49532050200280764,6.624622576176099
29,0.5267858562221984,0.016726946445101858,1.0,MeOH,0.10131643588443087,SA,0.30020027255064696,4.32069242250947
30,0.0,0.3600170534423166,0.6590470569117314,Ce,0.3716208658626146,SA,0.47423199785314984,6.5918751829156195
31,0.04619605279253949,0.4257402885238356,0.051721296612911374,Ce,0.0,TMTACN,0.32303844810675325,7.045225264618839
32,0.094416272115428,0.6246771755096014,0.8278181387742523,MeOH,0.0028306404903875064,SA,0.48859388459819203,6.8493463115244
33,0.12843166698658132,0.0,1.0,Ce,0.0,TMTACN,0.44233294849960564,6.565683973809341
34,0.0,0.0,0.0807227857179186,Dy,0.0,OA,0.4566791016911597,5.168892273863308
35,0.30751632652151323,0.0,0.766879148963603,MeOH,0.30832783191839147,SA,0.24651338799898445,6.405878665131225
36,0.0037075999811427966,0.18996684387845622,0.876922340021523,MeOH,0.15063528627352307,OA,0.29785337452184224,5.971889667955297
37,0.11223107711170127,0.0,0.3062878067072005,MeOH,0.016974247816836072,TMTACN,0.4997260341046001,4.512598529979569
38,0.684871292388726,0.0,0.531358676390797,MeOH,0.199559886929277,TMTACN,0.5,5.189276059447225
39,0.05964983531098953,0.0633858022440678,0.6708459602119696,MeOH,1.0682869800472134e-06,TMTACN,0.04624033388470927,6.824383593983847
40,0.18693620187576285,0.21500993737069518,0.215841050215964,Yb,0.45698381930745363,MeOH,0.12713999925916317,4.062175500824933
41,0.3532433448248786,0.0,0.9845395964611937,MeOH,0.032020504088181946,TMTACN,0.3302847100374485,7.319339121256089
42,0.05488745867138113,0.8184277996555717,0.442535289720572,Yb,0.28033793407140317,OA,0.47406798209355727,4.93892572187324
43,0.02807128728159342,0.0028902626964532933,0.05739357315623562,MeOH,0.24769001829643011,TMTACN,0.5,7.352271923828402
44,0.31259244907576117,0.1540539173096244,0.15802990712148648,MeOH,0.1756733659101379,TMTACN,0.3827562538755151,6.083546147157392
45,0.4237438698583803,0.534392758498121,0.7031626933428116,MeOH,0.2525734657381709,SA,0.4995905329992292,6.775019859881258
46,0.05196668225281999,0.0,0.8977460538260421,Ce,0.0,TMTACN,0.33336525411299495,6.359049369967201
47,0.027230709737538734,0.0,1.0,Yb,0.12329381575992485,TMTACN,0.48722882315090454,3.75
