Reaction ID,pump1,pump2,pump3,pump4,pump5,pump6,pump7,pump8,pump9,pump10
prime1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prime2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCE_2_0,0.0,0.0,1.88,0.0,0.0,0.94,0.0,0.0,0.94,3.75
CCE_2_1,1.25,0.0,3.25,0.0,0.0,1.37,0.0,0.0,0.0,1.63
CCE_2_2,0.0,0.99,4.29,0.0,0.0,0.0,0.0,0.0,1.49,0.73
CCE_2_3,1.45,0.0,0.0,0.0,0.0,2.89,0.0,0.0,3.15,0.0
CCE_2_4,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,3.56,2.31
CCE_2_5,3.02,0.81,0.94,0.0,0.0,0.0,0.0,0.0,2.74,0.0
CCE_2_6,0.0,1.62,0.0,0.0,1.58,0.0,0.0,0.0,0.56,3.75
CCE_2_7,0.5,1.12,3.04,0.0,0.0,0.0,0.0,0.0,1.54,1.31
CCE_2_8,0.96,0.0,3.17,0.0,0.0,0.0,0.0,1.02,0.0,2.35
CCE_2_9,0.52,0.66,1.6,0.0,0.0,1.29,0.0,0.0,1.91,1.52
CCE_2_10,0.81,0.83,2.97,0.0,0.0,0.12,0.0,0.0,0.0,2.77
CCE_2_11,1.47,0.28,2.39,0.0,0.0,0.0,0.0,1.5,0.0,1.85
CCE_2_12,0.0,0.0,0.99,1.38,0.0,0.0,0.0,1.38,0.0,3.75
CCE_2_13,2.75,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.38,3.0
CCE_2_14,0.54,1.89,0.15,0.0,0.0,0.89,0.0,0.0,0.96,3.07
CCE_2_15,1.9,0.0,0.85,0.0,0.0,1.47,0.0,0.0,0.0,3.29
CCE_2_16,2.45,0.0,2.01,0.0,0.0,1.3,1.18,0.0,0.0,0.56
CCE_2_17,1.78,0.9,2.38,0.0,0.0,1.6,0.22,0.0,0.0,0.62
CCE_2_18,4.0,1.26,0.11,1.01,0.0,0.0,0.0,0.0,0.0,1.12
CCE_2_19,2.91,0.54,1.59,0.0,0.0,0.07,0.0,0.0,0.0,2.38
CCE_2_20,1.11,1.51,0.88,0.0,0.0,0.08,0.0,0.86,0.0,3.06
CCE_2_21,1.67,0.39,1.69,0.0,0.0,0.2,0.85,0.0,0.0,2.7
CCE_2_22,2.35,0.32,0.73,0.0,0.0,0.87,0.0,1.36,0.0,1.87
CCE_2_23,0.72,0.61,1.84,0.0,0.0,0.63,0.0,0.92,0.0,2.78
CCE_2_24,1.35,1.27,0.66,0.0,0.0,0.8,1.16,0.0,0.0,2.27
CCE_2_25,0.98,0.33,2.69,1.23,0.0,0.0,0.0,1.33,0.0,0.94
CCE_2_26,0.0,1.75,1.1,0.0,0.0,0.62,1.03,0.0,0.0,3.0
CCE_2_27,0.84,2.74,2.21,0.0,0.0,0.0,0.28,0.0,0.0,1.42
CCE_2_28,3.2,0.25,1.3,0.0,0.0,0.0,0.0,0.0,0.77,1.99
CCE_2_29,1.26,0.3,1.93,1.53,0.0,0.0,0.0,0.0,1.47,1.01
CCE_2_30,0.0,3.71,0.29,0.0,0.0,1.2,1.25,0.0,0.0,1.05
CCE_2_31,1.24,0.17,0.85,0.0,0.0,0.21,0.0,1.54,0.0,3.49
CCE_2_32,0.08,0.95,1.96,0.0,0.0,0.0,1.7,0.0,0.0,2.8
CCE_2_33,1.97,0.12,3.72,0.0,0.0,0.16,0.69,0.0,0.0,0.85
CCE_2_34,1.85,1.63,0.0,0.0,0.0,0.07,0.0,1.76,0.0,2.18
CCE_2_35,0.75,0.35,0.19,0.0,0.0,1.92,0.0,1.39,0.0,2.9
CCE_2_36,0.72,3.43,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.04
CCE_2_37,1.1,1.27,1.86,0.0,0.0,0.89,2.05,0.0,0.0,0.33
CCE_2_38,0.32,0.03,3.71,0.0,0.0,0.0,0.0,0.0,2.79,0.66
CCE_2_39,0.88,1.11,1.09,0.0,0.0,1.49,0.0,0.0,1.44,1.48
CCE_2_40,0.44,2.84,0.71,0.18,0.0,0.0,0.0,0.0,0.0,3.33
CCE_2_41,3.55,0.51,0.35,0.0,0.0,0.0,0.71,0.0,0.0,2.38
CCE_2_42,1.82,0.57,0.62,0.0,0.0,1.89,0.0,0.0,2.0,0.6
CCE_2_43,1.55,2.81,0.86,0.0,0.0,0.0,0.0,0.0,1.19,1.09
CCE_2_44,1.13,1.97,1.76,0.0,0.0,0.2,0.0,0.0,0.87,1.59
CCE_2_45,2.1,0.41,2.02,0.0,0.1,0.0,0.0,1.08,0.0,1.79
CCE_2_46,1.3,3.51,0.27,0.0,0.42,0.0,0.0,0.0,0.0,2.0
CCE_2_47,0.7,0.36,2.91,0.0,0.3,0.0,0.0,0.0,1.91,1.32
