,Co3O(OH),Co3O,Co4O4,T1,rT1,T2,rT2,V_TOT,strategy,AMF
145,0.0,0.0611697815116704,1.0,MeOH,0.0,MeOH,0.1563469759765638,7.5,,0.40555781118109946
146,0.0,0.0269345251539365,1.0,Yb,0.0,TMTACN,0.2215648028334964,7.5,,0.38176953230950217
147,0.0,0.0,1.0,Yb,0.3974144385469743,SA,0.4181792651405648,3.75,,0.35592774897395596
148,0.0,0.0607859618374588,0.0147448820777432,Ce,0.0,TMTACN,0.5,6.806301762052524,,0.5132327485782466
149,0.0,0.0,0.5417223458056895,Ce,0.0,TMTACN,0.5,4.389992894491631,,0.44590252099375016
150,0.0532761844027187,0.3066836120227771,0.8933157228101788,Ce,0.1251899140970254,TMTACN,0.0006915118676398,6.926510887079335,,0.23980087758238902
151,0.0543403813231266,0.0438103567992096,0.2682505771416264,MeOH,0.0195497088547133,TMTACN,0.5,6.385812754463651,,0.5610776759285875
152,0.0557903681628867,0.1199865310926795,0.0791942045517714,Dy,0.0,TMTACN,0.5,3.977203943500048,,0.6742577998867787
153,0.0810912438440566,0.7675047468958128,0.3716659072392854,Ce,0.0,TMTACN,0.5,7.289670924899175,,0.4150353507899035
154,0.0076205281636253,0.7716085150315161,0.0134915027252033,MeOH,0.0519772089915562,SA,0.4882591709116959,3.7591666922362097,,0.3001772186730888
155,0.0446444397378861,0.1605889317149944,0.1973952091019681,Ce,0.0010042603455484,OA,0.4798311059197154,4.220947471404144,,0.14370960755404316
156,0.0063365853126037,0.6813102063998239,0.6692315094178787,Yb,0.4254293492149398,TMTACN,0.4226517195447972,7.30859403193716,,0.337152913639742
157,0.2597320995334918,0.0945286323282864,0.6861950559335829,Ce,0.092811723621955,TMTACN,0.5,7.31213643184372,,0.6203537392273863
158,0.3022707182906228,0.7545454368953267,0.47818908490697,MeOH,0.2880717081645428,SA,0.3207691096119989,5.647146009629996,,0.1903932670953731
159,0.0474143017768472,0.4568337677954675,0.5845152983820887,Ce,0.005354832815424,MeOH,0.5,6.967623277785919,,0.16030028203727495
160,0.0489427159110793,0.0,0.9397179653134076,Ce,0.3764660265987409,SA,0.5,5.176383743736677,,0.32443897513190206
161,0.0,0.2200591909133603,0.4333935176207951,Yb,0.2347786628087474,TMTACN,0.5,4.920100258498598,,0.3999324110016981
162,0.0,0.0,0.7700954169921828,MeOH,0.0039063925064524,SA,0.5,4.478941730988652,,0.24062049508332806
163,0.0665218689477175,0.0,0.8969092325812792,Ce,0.0,SA,0.4563413778098996,4.358786887632129,,0.22145347860086878
164,0.6298592072423442,0.0085186578202988,0.6558038801469265,Ce,0.2109539959106858,TMTACN,0.4574449766856598,6.55136857299979,,0.402061182753081
165,0.0484609534822098,0.0,0.6210002050161879,Ce,0.1162279179189075,SA,0.4723680783313945,4.764416051228024,,0.27536398938922646
166,0.1851901026026527,0.1860401846122029,0.6848421238938494,Yb,0.3347559543734168,MeOH,0.4430417152788327,5.427387604733051,,0.21263343277399274
167,0.3020877972476882,0.0054051064039322,0.9937177844780736,MeOH,0.4599062641982732,SA,0.1724019529283074,6.319131732029671,,0.27624049456549354
168,0.1877380909824877,0.1280687630501158,0.4887207055701588,MeOH,0.01076827537269,TMTACN,0.1599050503226739,4.83624986974332,,0.23287411160347524
169,0.0738685311547629,0.0,0.634716311996882,MeOH,0.0511187931597562,OA,0.5,7.1603652111189415,,0.1322336766113203
170,0.2971271652809021,0.036956446374187,0.9624782558805098,MeOH,0.2170274677897471,OA,0.3267201327797314,5.387399430487744,,0.2342474852690117
171,0.0846161112587405,0.4885440960209188,0.6950046659669723,Dy,0.0,TMTACN,0.3508612988976582,6.319665025794553,,0.2497944981406193
172,0.0168622140762119,0.0837863257498141,0.9554479252571694,Yb,0.4941430032196321,OA,0.4953205020028076,6.624622576176099,,0.3691074566320232
173,0.5267858562221984,0.0167269464451018,1.0,MeOH,0.1013164358844308,SA,0.3002002725506469,4.32069242250947,,0.24502238706132082
174,0.0,0.3600170534423166,0.6590470569117314,Ce,0.3716208658626146,SA,0.4742319978531498,6.59187518291562,,0.2557640679997025
175,0.0461960527925394,0.4257402885238356,0.0517212966129113,Ce,0.0,TMTACN,0.3230384481067532,7.045225264618839,,0.5785557026970582
176,0.094416272115428,0.6246771755096014,0.8278181387742523,MeOH,0.0028306404903875,SA,0.488593884598192,6.8493463115244,,0.3103100637339467
177,0.1284316669865813,0.0,1.0,Ce,0.0,TMTACN,0.4423329484996056,6.565683973809341,,0.2186570673722512
178,0.0,0.0,0.0807227857179186,Dy,0.0,OA,0.4566791016911597,5.168892273863308,,0.20439481877952387
179,0.3075163265215132,0.0,0.766879148963603,MeOH,0.3083278319183914,SA,0.2465133879989844,6.405878665131225,,0.00616153822444672
180,0.0037075999811427,0.1899668438784562,0.876922340021523,MeOH,0.150635286273523,OA,0.2978533745218422,5.971889667955297,,0.19431985729717866
181,0.1122310771117012,0.0,0.3062878067072005,MeOH,0.016974247816836,TMTACN,0.4997260341046001,4.512598529979569,,0.5257529787349134
182,0.684871292388726,0.0,0.531358676390797,MeOH,0.199559886929277,TMTACN,0.5,5.189276059447225,,0.21610137196102516
183,0.0596498353109895,0.0633858022440678,0.6708459602119696,MeOH,1.0682869800472134e-06,TMTACN,0.0462403338847092,6.824383593983847,,0.3110890640839714
184,0.1869362018757628,0.2150099373706951,0.215841050215964,Yb,0.4569838193074536,MeOH,0.1271399992591631,4.062175500824933,,0.2276189536490763
185,0.3532433448248786,0.0,0.9845395964611936,MeOH,0.0320205040881819,TMTACN,0.3302847100374485,7.319339121256089,,0.4021182075263945
186,0.0548874586713811,0.8184277996555717,0.442535289720572,Yb,0.2803379340714031,OA,0.4740679820935572,4.93892572187324,,0.2360161089018643
187,0.0280712872815934,0.0028902626964532,0.0573935731562356,MeOH,0.2476900182964301,TMTACN,0.5,7.352271923828402,,0.5073859283751933
188,0.3125924490757611,0.1540539173096244,0.1580299071214864,MeOH,0.1756733659101379,TMTACN,0.3827562538755151,6.083546147157392,,0.30498217135779365
189,0.4237438698583803,0.534392758498121,0.7031626933428116,MeOH,0.2525734657381709,SA,0.4995905329992292,6.775019859881258,,0.15979310750210882
190,0.0519666822528199,0.0,0.8977460538260421,Ce,0.0,TMTACN,0.3333652541129949,6.359049369967201,,0.21853622213270923
191,0.0272307097375387,0.0,1.0,Yb,0.1232938157599248,TMTACN,0.4872288231509045,3.75,,0.29246146782316773
