,Co3O(OH),Co3O,Co4O4,T1,rT1,T2,rT2,V_TOT,strategy,AMF
0,0.552083333,0.96875,0.21875,Yb,0.192708333,SA,0.255208333,5.039063,LHS,0.16351872184067442
1,0.760416667,0.197916667,0.114583333,Dy,0.203125,SA,0.203125,4.492187,LHS,0.22192994490703732
2,0.21875,0.71875,0.302083333,Ce,0.401041667,TMTACN,0.171875,7.460938,LHS,0.2130750399323647
3,0.90625,0.739583333,0.71875,MeOH,0.161458333,SA,0.098958333,6.289063,LHS,0.22600709380128375
4,0.822916667,0.072916667,0.364583333,Yb,0.442708333,MeOH,0.078125,6.367187,LHS,0.24633075633616003
5,0.09375,0.885416667,0.510416667,MeOH,0.390625,TMTACN,0.265625,6.601562,LHS,0.3480813754195835
6,0.885416667,0.40625,0.59375,MeOH,0.338541667,TMTACN,0.213541667,4.804688,LHS,0.1949208381993839
7,0.572916667,0.21875,0.760416667,Ce,0.494791667,MeOH,0.223958333,3.945313,LHS,0.2977518240016289
8,0.40625,0.34375,0.822916667,MeOH,0.276041667,SA,0.494791667,5.976563,LHS,0.229088478411745
9,0.864583333,0.802083333,0.552083333,Ce,0.109375,OA,0.453125,5.820313,LHS,0.15267176189411666
10,0.71875,0.53125,0.53125,Yb,0.244791667,SA,0.359375,4.335938,LHS,0.151925786530929
11,0.78125,0.489583333,0.09375,Yb,0.140625,MeOH,0.317708333,6.835937,LHS,0.21271696337114562
12,0.802083333,0.15625,0.489583333,Ce,0.171875,SA,0.348958333,5.351563,LHS,0.23439875911039768
13,0.135416667,0.697916667,0.947916667,Dy,0.359375,TMTACN,0.421875,4.101563,LHS,0.27001240735571097
14,0.53125,0.864583333,0.739583333,MeOH,0.151041667,TMTACN,0.088541667,7.226563,LHS,0.4229276378227096
15,0.010416667,0.90625,0.052083333,MeOH,0.088541667,MeOH,0.484375,4.179688,LHS,0.3282162792412828
16,0.635416667,0.364583333,0.197916667,Ce,0.328125,MeOH,0.338541667,5.117188,LHS,0.23340938180961063
17,0.177083333,0.59375,0.65625,Yb,0.223958333,TMTACN,0.234375,3.789062,LHS,0.2341136509163958
18,0.989583333,0.989583333,0.78125,Yb,0.463541667,OA,0.182291667,6.445313,LHS,0.14491721546074054
19,0.03125,0.322916667,0.572916667,Ce,0.369791667,SA,0.151041667,4.960937,LHS,0.455573974860093
20,0.447916667,0.614583333,0.385416667,Yb,0.255208333,TMTACN,0.057291667,6.992188,LHS,0.16710376789039946
21,0.052083333,0.302083333,0.447916667,Dy,0.182291667,SA,0.473958333,5.429687,LHS,0.3479185445808729
22,0.114583333,0.28125,0.03125,Yb,0.067708333,TMTACN,0.328125,4.414063,LHS,0.4189342850399554
23,0.364583333,0.78125,0.90625,Ce,0.098958333,MeOH,0.390625,4.257812,LHS,0.24125560731819648
24,0.84375,0.572916667,0.40625,Ce,0.296875,TMTACN,0.109375,5.898437,LHS,0.1640876380527368
25,0.34375,0.46875,0.885416667,Dy,0.234375,SA,0.432291667,4.882813,LHS,0.16512878594765298
26,0.260416667,0.114583333,0.34375,MeOH,0.265625,OA,0.046875,6.054688,LHS,0.17650438640501134
27,0.65625,0.447916667,0.177083333,MeOH,0.411458333,MeOH,0.036458333,7.382813,LHS,0.2029486392079064
28,0.385416667,0.03125,0.072916667,MeOH,0.005208333,OA,0.119791667,3.867188,LHS,0.25046970319181694
29,0.59375,0.427083333,0.010416667,MeOH,0.119791667,TMTACN,0.286458333,5.585938,LHS,0.2580764458901035
30,0.302083333,0.822916667,0.260416667,Ce,0.015625,MeOH,0.380208333,4.023437,LHS,0.21244906195200666
31,0.28125,0.010416667,0.135416667,Yb,0.130208333,TMTACN,0.015625,5.273438,LHS,0.24763274165797433
32,0.322916667,0.635416667,0.96875,Yb,0.078125,MeOH,0.161458333,4.726562,LHS,0.20086634408495718
33,0.697916667,0.385416667,0.635416667,Dy,0.213541667,SA,0.067708333,4.648438,LHS,0.1441638554693714
34,0.197916667,0.135416667,0.864583333,Yb,0.046875,SA,0.463541667,6.914063,LHS,0.3204464833008555
35,0.489583333,0.052083333,0.239583333,MeOH,0.473958333,TMTACN,0.192708333,7.070312,LHS,0.259552585450717
36,0.46875,0.552083333,0.15625,Dy,0.484375,MeOH,0.442708333,7.304687,LHS,0.30231902805436073
37,0.072916667,0.760416667,0.802083333,Ce,0.380208333,OA,0.005208333,5.507813,LHS,0.4208496198426368
38,0.96875,0.260416667,0.427083333,Yb,0.432291667,SA,0.140625,7.148438,LHS,0.1611766660515016
39,0.947916667,0.947916667,0.989583333,Yb,0.036458333,TMTACN,0.296875,6.679688,LHS,0.3402045348397337
40,0.15625,0.239583333,0.697916667,Dy,0.421875,OA,0.369791667,5.742188,LHS,0.2965985443660752
41,0.510416667,0.177083333,0.677083333,MeOH,0.286458333,MeOH,0.026041667,4.570313,LHS,0.17164276104625725
42,0.677083333,0.84375,0.927083333,MeOH,0.057291667,OA,0.276041667,5.195312,LHS,0.15106360966109222
43,0.614583333,0.09375,0.84375,Ce,0.348958333,TMTACN,0.411458333,6.523438,LHS,0.28962059723870487
44,0.739583333,0.677083333,0.322916667,Dy,0.453125,TMTACN,0.244791667,5.664062,LHS,0.19767363750530909
45,0.427083333,0.927083333,0.46875,Yb,0.026041667,OA,0.401041667,6.757813,LHS,0.293076540763759
46,0.927083333,0.65625,0.28125,Ce,0.317708333,MeOH,0.307291667,6.210938,LHS,0.17198744324152107
47,0.239583333,0.510416667,0.614583333,MeOH,0.307291667,SA,0.130208333,6.132812,LHS,0.21218349896090483
48,0.0,0.0,1.0,Yb,0.5,TMTACN,0.5,3.75,,0.702471268364707
49,0.383460371,0.0,1.0,Yb,0.420709794,MeOH,0.5,7.5,,0.39161617132200494
50,0.0,0.198939504,0.864196945,MeOH,0.148048248,TMTACN,0.300766349,7.5,,0.5621385076262878
51,0.230787986,0.0,0.0,Yb,0.459367819,TMTACN,0.5,7.5,,0.23503538748411346
52,0.0,0.0,0.227755571,MeOH,0.0,TMTACN,0.5,5.188122865,,0.5828459742804102
53,0.551851657,0.147187409,0.171452968,MeOH,0.0,TMTACN,0.5,7.5,,0.4238277059779066
54,0.0,0.250173594,0.0,Dy,0.244307109,TMTACN,0.086184085,3.75,,0.35089253880711113
55,0.163630444,0.364007082,0.987815234,MeOH,0.0,TMTACN,0.5,6.193761577,,0.42239981685189654
56,0.302952152,0.0,1.0,MeOH,0.372118275,SA,0.322627583,6.32476857,,0.6777176279711514
57,0.123481071,0.156676162,0.381323986,Yb,0.307733275,TMTACN,0.453402668,5.983631483,,0.3410365989348417
58,0.187693857,0.19293458,0.690521498,Yb,0.026998334,MeOH,0.157252256,5.403307693,,0.6635244147307511
59,0.475448048,0.091273103,0.771777195,MeOH,0.431997976,SA,0.485378109,6.982629313,,0.3680245010127594
60,0.0,0.0,0.356389742,Ce,0.5,SA,0.5,3.75,,0.5407863179307415
61,1.0,0.0,0.13670709,Yb,0.0,TMTACN,0.5,4.501129092,,0.29346883158637005
62,0.276789728,0.972739031,0.075295194,Yb,0.45856018,TMTACN,0.493771988,4.433999587,,0.3616438584271153
63,0.441011041,0.0,0.196370405,Yb,0.341052909,MeOH,0.043616297,4.398555429,,0.19634606086208586
64,0.431503842,0.0,0.352814381,Yb,0.229244476,OA,0.207147415,6.938635424,,0.15973848475057575
65,0.370971936,0.186954472,0.495039453,Yb,0.33412979,OA,0.045590606,6.878351695,,0.21732869101419178
66,0.903813826,0.284313084,0.024560624,Ce,0.227788674,MeOH,0.17829215,7.16868086,,0.29075247742799715
67,0.753149427,0.140775793,0.41121943,Yb,0.018883927,MeOH,0.46948214,6.930621859,,0.44298964993124623
68,0.41676006,0.569550044,0.331344584,Yb,0.030582587,SA,0.323201139,4.436872739,,0.2019901207460138
69,0.984040835,0.232703799,1.0,Yb,0.117522673,OA,0.5,4.796059425,,0.27261524578653706
70,0.788348371,0.10809087,0.244887474,Yb,0.292224909,SA,0.45783641,5.63209604,,0.24202406696071987
71,0.39253238,0.330601678,1.0,Yb,0.345011202,SA,0.5,4.724962555,,0.31205432757742846
72,0.389354281,0.365237108,0.190468708,Yb,0.23176368,OA,0.333945235,5.233588185,,0.18601024773581903
73,0.301971009,0.103270834,0.833150662,Ce,0.38121576,SA,0.410649026,6.556592579,,0.31828925257806406
74,0.0,0.794260456,0.498845096,Yb,0.28236216,OA,0.46844493,4.498458023,,0.3036091520793061
75,0.262804553,0.858573534,0.691596847,MeOH,0.344332231,OA,0.088007433,7.175657618,,0.3284836813299037
76,0.80569946,0.063064949,0.327458242,MeOH,0.381155612,TMTACN,0.193122316,7.027840939,,0.29462524447068017
77,0.355483519,0.084433432,0.541410277,Ce,0.431016251,TMTACN,0.412250325,6.49099407,,0.41508140621456774
78,0.0,0.961409708,0.075777627,Yb,0.310069557,OA,0.323488576,6.448201544,,0.33917293697367323
79,0.373943236,0.049819498,0.256074273,Yb,0.063830497,SA,0.463848961,4.010311688,,0.26754744382784335
80,0.021967969,0.251956482,0.519028463,MeOH,0.052960987,OA,0.448503658,4.900510817,,0.44546528114159445
81,0.513710163,0.031927694,0.971283332,Yb,0.042352079,OA,0.179583434,6.653970511,,0.43957696132456425
82,0.169972443,0.1501281,0.0,Yb,0.006875611,SA,0.161688184,5.319402596,,0.39925819239112614
83,0.18085509,0.084242784,0.045285007,Yb,0.461288034,SA,0.334717272,4.600676805,,0.49698693069676836
84,0.209581711,0.994197787,0.376665908,Yb,0.0,MeOH,0.421427833,6.912665961,,0.294787319422214
85,0.246282877,0.283055524,0.415473044,Yb,0.197505155,OA,0.457821686,7.173286581,,0.172823433337372
86,0.056925923,0.005832416,0.664663947,Ce,0.0,TMTACN,0.5,6.842642731,,0.6486300893644842
87,0.19923142,0.249308679,0.246555995,Yb,0.336879051,TMTACN,0.324778455,6.018764488,,0.298899501224214
88,0.098659206,0.643464893,0.160681291,Ce,0.041710896,MeOH,0.5,6.379900295,,0.31008063710569067
89,0.824751171,0.119022832,0.081125862,MeOH,0.072257958,OA,0.163873082,5.433906949,,0.254400935410833
90,0.418485798,0.131281019,0.142241987,Yb,0.433945283,TMTACN,0.458982278,6.90124176,,0.3808622857945908
91,0.417182529,0.756346526,0.232755329,MeOH,0.060445764,TMTACN,0.320860071,6.637528704,,0.2385721669678891
92,0.420949866,0.736008342,0.656330116,Yb,0.072951148,TMTACN,0.323475167,5.909671252,,0.32137724390228806
93,0.9714589,0.18829854,0.937083485,Dy,0.047461752,SA,0.5,5.709115856,,0.23179166831514866
94,0.21933606,0.59184696,0.045259977,Dy,0.071151831,TMTACN,0.0002222,5.501876304,,0.1654797589085455
95,0.184181601,0.093148427,0.759139631,Dy,0.079515864,TMTACN,0.5,6.183998362,,0.5442085302395429
96,0.22247967469802488,0.6394997281855175,0.8679060806470488,MeOH,0.12094049655686773,OA,0.4759630155461466,5.089142632291477,Random,0.1884998971878973
97,0.09217026065153533,0.5705069936660047,0.49069129037598214,MeOH,0.46827684878513587,SA,0.39993545328320323,6.1564969385412915,Random,0.27193800108649635
98,0.7768879669496689,0.5504878407936649,0.5190917934333992,Yb,0.3624992188615924,SA,0.02034149614318126,7.266968145998558,Random,0.21852701664620505
99,0.4309213124434207,0.3454379854830416,0.3975159764113767,Dy,0.2209580799738261,MeOH,0.286880984563724,5.435537152229533,Random,0.21852962961702702
100,0.20953507339941724,0.9897266230082067,0.7736359749403969,Ce,0.1956174552064397,SA,0.3258045461934472,6.079529171780148,Random,0.23104198484462674
101,0.1116492298120324,0.2562135320127261,0.533399697138024,MeOH,0.22416068996542465,OA,0.15166389342803582,3.8547541925263094,Random,0.21858870451761256
102,0.37710479767497795,0.06815700371954247,0.04788047971421694,MeOH,0.13793985069260595,OA,0.25729018489729255,7.493014589075685,Random,0.271485332191023
103,0.212561081338549,0.2888068689730975,0.9151908309746587,Ce,0.21227407943222554,MeOH,0.406344927606576,5.619910165769367,Random,0.22857962813947041
104,0.010350242690780664,0.09428794554354403,0.14274078612970853,MeOH,0.25829834171404864,MeOH,0.13377317472716987,4.235282677205312,Random,0.2736469802598903
105,0.4803427726432009,0.3759118231120834,0.6079316616758895,MeOH,0.4339126457051287,OA,0.193786340984821,6.690590023824198,Random,0.18219501485329753
106,0.8062996145026802,0.12614302913257724,0.07373838596907212,Dy,0.14894187749141807,MeOH,0.35435831719998384,5.320661056449131,Random,0.28197151791193864
107,0.9034308566297083,0.8632132054941736,0.0011137098029452286,Yb,0.026932333846442502,MeOH,0.04899707724980318,5.751704420264479,Random,0.2514062344759111
108,0.10721666035623978,0.27381567346229785,0.703071314008747,Ce,0.15873935607024686,OA,0.46436570294623525,5.769379126767572,Random,0.22198974243109978
109,0.99715901329346,0.8605123212187028,0.010379586580724243,Ce,0.3901741767108084,SA,0.44234143225756717,5.925243751806605,Random,0.2193408021116114
110,0.11493818923140986,0.18208541056187555,0.03303651238570959,Dy,0.08981961366716557,SA,0.12270791144278598,6.6215865442329775,Random,0.23459677246267702
111,0.01560369373881676,0.036492691495790264,0.5208570341054926,Ce,0.48345635097754447,SA,0.34592247610894294,7.33473140810958,Random,0.42685127013438867
112,0.7726829112087524,0.07830322177732751,0.1536192153350544,MeOH,0.42718375051747387,SA,0.3398503887594214,4.750783841099256,Random,0.20827770468527282
113,0.06772143369749184,0.9272167638531673,0.33801369565894035,MeOH,0.11529189787708227,MeOH,0.38136021728187586,7.223755873712875,Random,0.22187516411064165
114,0.43922516959376523,0.5563422529771317,0.4750130924557081,Yb,0.18774739763346565,OA,0.4788753766116339,5.700715302420261,Random,0.17761595800989477
115,0.6822410846257149,0.8587917220335611,0.27016793985186194,Yb,0.004757845010199158,OA,0.028584271132367778,6.568485140445491,Random,0.4803106255766075
116,0.7711400509137727,0.2885943676884417,0.5876432082576208,Dy,0.32441688800395463,OA,0.05064639596196402,6.98224687136205,Random,0.20575161286901947
117,0.9433899729012092,0.48197435908372,0.5906316249350417,Dy,0.2954669410971853,OA,0.06426823912322976,4.21015184018712,Random,0.22499906636934758
118,0.32390669523092863,0.1229205637944335,0.20575700482831205,Dy,0.18472206634645577,TMTACN,0.41345253067976784,6.714318590894556,Random,0.44308100975789033
119,0.5565665601772244,0.1419853936272164,0.288020494571087,Yb,0.4653084745076624,SA,0.05231054932680229,4.948750338478043,Random,0.4053562861603864
120,0.6400467224726841,0.19931198007399054,0.6196584116354346,Ce,0.11906629197187729,TMTACN,0.3258357865299583,5.528194143532651,Random,0.3935510118668576
121,0.2107676517813698,0.18476917124564174,0.4771253036969102,Yb,0.2767311066669847,OA,0.10042271604555297,3.8754295912211205,Random,0.2443560038626747
122,0.6853193334830223,0.6197804421445653,0.21837384897862833,Dy,0.2420600833434064,TMTACN,0.4440036949690201,7.323068691845814,Random,0.2655179766784525
123,0.3066856229048166,0.5029183660239143,0.7521927610594116,MeOH,0.22028637662268757,TMTACN,0.18747318099774762,4.762318081180679,Random,0.3752334731077991
124,0.2633518367590809,0.5259070508628315,0.779803744347827,Yb,0.18448985557325787,OA,0.12616087288685068,4.471100790681886,Random,0.20580980629551482
125,0.5504178921086356,0.7353458998418458,0.3670415273256339,Yb,0.09171300259194987,OA,0.39544344594614067,5.633067242872057,Random,0.27136371947044724
126,0.2885540515322589,0.9532112654610618,0.047931119881194584,Dy,0.40503720333748866,OA,0.4120623231781427,5.567408559288268,Random,0.23607335408088465
127,0.07745594210239459,0.9914189724218757,0.32347475081301935,Ce,0.35084697378926655,TMTACN,0.44205723177503503,6.592510174021848,Random,0.3921294192374011
128,0.529740920980896,0.2529145416625478,0.8449538036059813,Yb,0.4022353668669023,TMTACN,0.4962013000007543,4.653629757118653,Random,0.2574494570234303
129,0.7103119027491805,0.16757380162502133,0.8879327579449964,Yb,0.41258919280738926,TMTACN,0.312924353183801,5.533811849422337,Random,0.2172963639034959
130,0.7837869122552419,0.9418079382665229,0.24043249555731538,MeOH,0.49076833040393925,OA,0.4016712090874073,5.630503937723108,Random,0.17675034405944598
131,0.0501584341811846,0.44516660750428894,0.0666963738333578,Yb,0.4578719317653915,TMTACN,0.09692305088667263,6.518294345648645,Random,0.29062960462607373
132,0.03226798958263377,0.5026929499835282,0.7597308109544385,Dy,0.18363266008375412,OA,0.40218364105826837,4.170314109078796,Random,0.2885929094657959
133,0.4603253613196642,0.4870819512414649,0.6977816975368836,MeOH,0.233826246738159,TMTACN,0.48164579039265554,5.0656871702287365,Random,0.3676811184885801
134,0.493865555795431,0.5003213000347079,0.8661222278529815,Yb,0.239789095747922,SA,0.2547529858671996,6.781492281150764,Random,0.20435427431513073
135,0.7615325047258786,0.5216400848106729,0.809537613933225,MeOH,0.47077206036172653,TMTACN,0.20263996673668594,5.5047484891718135,Random,0.23181323304256035
136,0.3271786575202864,0.7011131353531709,0.7610184661750641,Ce,0.3347050967533935,TMTACN,0.2434736610885167,6.214866327651085,Random,0.17527430221687407
137,0.2652436714424232,0.8764154532125892,0.24910130482335036,MeOH,0.089849243145807,SA,0.4928990028442007,4.439480543478135,Random,0.2036149612319345
138,0.24273265051453996,0.1689007480459208,0.8913638783112615,MeOH,0.4408978776545091,TMTACN,0.2489603897967188,7.1813372009645295,Random,0.19454401841313146
139,0.34816044332269935,0.557383539526478,0.24019800997709762,Dy,0.4959022235926788,TMTACN,0.3310632484789072,5.014024114361917,Random,0.23367135160360125
140,0.3386393494164899,0.7100189647109564,0.33744359972972415,Ce,0.24310453213522087,SA,0.15706835462213614,5.956923135556284,Random,0.1684937596786903
141,0.017829361065899274,0.9398285115706195,0.031515209668004696,Yb,0.3342761052727083,OA,0.32840317419900233,5.874701352693386,Random,0.3972819804030501
142,0.612016541837995,0.6533923335742308,0.982540153717963,MeOH,0.41579283298364916,MeOH,0.1411102321868724,5.093340744085987,Random,0.20748070894036277
143,0.5261072574549384,0.5542831350864058,0.4105552425466288,MeOH,0.36267222347475997,OA,0.11853645767044402,4.113372204261742,Random,0.22214031702969628
144,0.0,0.0,1.0,Yb,0.4520082419837206,SA,0.0,3.75,,0.31165563972794996
