,Cr3O,Mn3O,Fe3O,Co3O,T1,rT1,T2,rT2,V_TOT,strategy,AMF
52,0.0329729707588711,0.4145790337858072,0.2211994794660753,0.0404703407319966,MeOH,0.2119640844162257,OA,0.3985686202733994,5.030745603842681,,0.43839437242643614
53,0.0609031387938052,0.133787013764315,0.0691744242362191,0.0,Dy,0.0304494474897891,TMTACN,0.0403268259796996,5.542031486173784,,0.467160378147233
54,0.0165095129263429,0.8360720490745801,0.795479679542995,0.3341731250776523,MeOH,0.4083621560785826,MeOH,0.048837034040694,3.794013492446085,,0.458398155387306
55,0.2816740916116547,0.9024129215420906,0.2866699309222947,0.5539644813843972,Yb,0.2320971310322791,TMTACN,0.5,5.118203199866117,,0.48080835242223063
56,0.2844646711616517,0.3158167832146297,0.0332771680707245,0.0,Ce,0.2004360718751491,TMTACN,0.4443465870647884,6.647733607198979,,0.5686724658090125
57,0.0,0.5843242135124334,0.0206450323193005,0.0,Ce,0.3593817210310912,TMTACN,0.4921416431186418,5.911184595479286,,0.8115594259133612
58,0.0608257906721954,0.1402893538924564,0.0664580650981885,0.032027907289713,MeOH,0.2052150175287897,TMTACN,0.2656253453870834,7.043787315539236,,0.8869109582850185
59,0.5942363656699846,0.804195249078128,0.0015713659712599,0.0,Dy,0.0834096372183478,TMTACN,0.0742310693715233,6.2878068641872265,,0.42206310987546325
60,0.1074127044564442,0.0327964578040738,0.3296850864945908,0.3275747014986271,Dy,0.061197164971642,TMTACN,0.5,5.556435944438956,,0.6643564138120759
61,0.0268756591313997,0.0257624855116558,0.1033993283322193,0.3015935448079652,Ce,0.4069258142281149,TMTACN,0.3568789371489831,3.75,,0.7028268931656363
62,0.4157823086361031,0.5205069106527123,0.443004287865056,0.0,Ce,0.0776211196308403,TMTACN,0.28530439751674,4.1047878937284,,0.5235572328970927
63,0.0582655411644841,0.3861690755351902,0.2632993154205531,0.0,Dy,0.0208789930341559,SA,0.2881137880568551,5.869437053602235,,0.4379769980494037
64,0.057039901365154,0.9429754707621344,0.2020021305513623,0.6881838061020873,Ce,0.2190097668046776,OA,0.4818097993166844,4.009204885966304,,0.4421432893649753
65,0.0,0.0,0.7641919743597114,0.0,Ce,0.0,TMTACN,0.1055431898316403,4.76218203158297,,0.4413463673686998
66,0.0574826222013152,0.4880014092503979,0.2043641792085413,0.0,Yb,0.1396162133385417,OA,0.3685321709677339,7.417081483664903,,0.4006168588285194
67,0.0456518597357497,0.7132310142691702,0.2888977090457836,0.0256755486092269,Dy,0.3762081475825531,TMTACN,0.4421864326203477,6.468165181412537,,0.7476123569663742
68,0.0,0.61941296001851,0.1966795522800966,0.512155639286058,Dy,0.1963997700200275,TMTACN,0.0310770767426006,6.29520603776626,,0.4451877009235179
69,0.0495234196815551,0.0649775258182854,0.2447100443294746,0.1392333747740885,Dy,0.0992631022965994,SA,0.1797518510677063,6.956747170617308,,0.405307967596809
70,0.0520158861551091,0.1907783210408588,0.2236960534555857,0.4412782639566823,Dy,0.1676875426793579,OA,0.4546527664023234,5.578126704692612,,0.4335890188039986
71,0.0596044250354008,0.1659392505842553,0.2206969070814098,0.0,Dy,0.4768073414647881,OA,0.4338915396225694,6.624256555416762,,0.5140078324015016
72,0.0587585504465111,0.8613056523092969,0.1995413955862384,0.0336131266800348,Dy,0.3970790233428513,OA,0.4200300066248562,5.568767293744145,,0.4503463040694633
73,0.014094049494112,0.9470952104873402,0.3820144774629597,0.9858092788148431,Ce,0.3346194460544564,TMTACN,0.2834311629777899,4.104061710818953,,0.4593495965451718
74,0.2946137368153571,0.9566026855907857,0.5383289616986049,0.0391140548942449,Dy,0.2673356214847917,OA,0.4734708366222054,5.482658938308698,,0.4388646200833625
75,0.0840081674978723,0.9098159569024176,0.3171876373120268,0.1813734119352161,Ce,0.3362654195849027,OA,0.2828735198514223,4.39737861627235,,0.43336876774001915
76,0.8753037134740473,0.4272788023029306,0.3642664687404024,0.1795851254494488,MeOH,0.3364057069881921,TMTACN,0.2904066161247004,6.115183125644911,,0.4251362350389482
77,0.9142595730873178,0.683835814379236,0.3892900797434649,0.3222746009155383,Ce,0.2188047443921109,TMTACN,0.2885059752202668,6.767993414222396,,0.4291500001792493
78,0.2741702318132469,0.947909097406346,0.3854029452978419,0.2622858940295619,MeOH,0.3385280666481106,SA,0.2864566840309346,3.824071267065576,,0.45879416652567706
79,0.8363535493653983,0.2127413936169518,0.7503782105214066,0.5567484251936448,Dy,0.2004845343207308,SA,0.4507746230370812,3.783536094760613,,0.49255835194050535
80,0.0529901809240406,0.1557020388463985,0.3653716184761574,0.6271361687028956,Ce,0.0810357201678811,TMTACN,0.4601622196459424,5.678135479677714,,0.7031518561011589
81,0.0448293683749298,0.1578889964039019,0.3483230144539593,0.0409494497439709,MeOH,0.0768119420442518,TMTACN,0.4762913185130795,5.650358530688063,,0.6086154030762978
82,0.0841933070580864,0.971091621193888,0.3677206386417866,0.3060514788339353,Dy,0.4319430493255811,TMTACN,0.0917013388517759,3.827680302142953,,0.43924419005272963
83,0.9137763547037796,0.7701569650586838,0.1482288257529327,0.97579253129927,Dy,0.2028234136114345,SA,0.1808250461426186,6.936833601769739,,0.42968992936034994
84,0.1290697587397341,0.636211548325758,0.7700891138253718,0.8705832950263401,Ce,0.0448400655601882,OA,0.4381938353156811,5.234245869705326,,0.429956549843317
85,0.6481720850953429,0.9101923279600213,0.283275179331951,0.3521996037472085,Ce,0.264357884725496,SA,0.055906388057375,5.400673206552639,,0.4302229653759921
86,0.6833083643476867,0.3523326567624541,0.5613344694606629,0.1603255849446549,Dy,0.4866928214481015,OA,0.0670515766198766,4.696180041608328,,0.4259456494925871
87,0.3464254995451249,0.9549195695164938,0.8559780446976278,0.1743362491642077,Ce,0.3386995498956251,TMTACN,0.2908155248734411,6.040206481074611,,0.4972794544803336
88,0.4616874675615237,0.157186894097868,0.2183468454680953,0.1276339645741564,Dy,0.0782056814627826,TMTACN,0.4624207972120853,7.475472667828054,,0.446571510932739
89,0.3526540976350424,0.2798641578274045,0.3875939219857436,0.1510537753567031,Ce,0.3367975122296432,TMTACN,0.285958453908721,5.189214591252244,,0.4291536656957347
90,0.3232333554461641,0.1919595421750573,0.2333433687375398,0.7838924793749763,Dy,0.3900605052142459,SA,0.2319780353285137,4.810636950493651,,0.4444757968597258
91,0.4646019006566925,0.5867175593477612,0.5927113246482031,0.2002111543629924,Dy,0.3291818437890249,TMTACN,0.4952720469812207,7.250232498770891,,0.463446155612869
92,0.2523312735010016,0.038089111267767,0.1940544047242791,0.7950115692061811,Dy,0.4313591141327632,TMTACN,0.2391285768054085,4.424378388855088,,0.4268536898291001
93,0.6044318360415004,0.498911287920575,0.5733106552022853,0.6331452980027876,Dy,0.4992270188156436,SA,0.2140570544738435,4.486521001664571,,0.430668207159058
94,0.8995589732525904,0.4390282669781169,0.8974491565301638,0.3271264312667505,Dy,0.3464920148115673,TMTACN,0.2777263737997358,5.788365399509769,,0.43479624440836967
95,0.7418604329801632,0.5134145157493353,0.9266545925321636,0.1210700558679226,Dy,0.4854614607374961,SA,0.11018835407997,5.394934162558499,,0.43551940216952256
