,Cr3O,Mn3O,Fe3O,Co3O,T1,rT1,T2,rT2,V_TOT,strategy,AMF
0,0.9895833333333333,0.3645833333333333,0.17708333333333331,0.44791666666666663,Ce,0.3177083333333333,OA,0.005208333333333333,6.2890625,LHS,0.4960194228917618
1,0.3020833333333333,0.46875,0.84375,0.9479166666666666,Yb,0.49479166666666663,SA,0.18229166666666666,6.5234375,LHS,0.41688613483740866
2,0.26041666666666663,0.5729166666666666,0.9479166666666666,0.6979166666666666,Yb,0.265625,SA,0.390625,7.1484375,LHS,0.39755812753555303
3,0.6354166666666666,0.3020833333333333,0.5520833333333333,0.3020833333333333,Yb,0.4427083333333333,SA,0.359375,5.2734375,LHS,0.41939808980541693
4,0.09375,0.5520833333333333,0.78125,0.9270833333333333,Ce,0.08854166666666666,TMTACN,0.4114583333333333,5.0390625,LHS,0.5084925093828022
5,0.19791666666666666,0.90625,0.96875,0.010416666666666666,Ce,0.09895833333333333,TMTACN,0.2552083333333333,3.8671875,LHS,0.5603356812307895
6,0.21875,0.28125,0.11458333333333333,0.84375,Dy,0.203125,TMTACN,0.057291666666666664,5.5078125,LHS,0.4041909550871722
7,0.8854166666666666,0.78125,0.34375,0.8020833333333333,Ce,0.16145833333333331,OA,0.08854166666666666,5.3515625,LHS,0.40020343969302424
8,0.34375,0.9479166666666666,0.38541666666666663,0.17708333333333331,Ce,0.33854166666666663,TMTACN,0.2864583333333333,6.0546875,LHS,0.9202847078462182
9,0.5729166666666666,0.5104166666666666,0.8645833333333333,0.13541666666666666,Ce,0.36979166666666663,OA,0.328125,3.9453125,LHS,0.4192084020475254
10,0.07291666666666666,0.010416666666666666,0.8020833333333333,0.5520833333333333,Ce,0.015625,SA,0.15104166666666666,4.3359375,LHS,0.5176426962025016
11,0.9270833333333333,0.8020833333333333,0.9895833333333333,0.32291666666666663,Yb,0.06770833333333333,TMTACN,0.078125,4.1015625,LHS,0.419433012797238
12,0.65625,0.34375,0.40625,0.7604166666666666,MeOH,0.46354166666666663,OA,0.4427083333333333,6.4453125,LHS,0.4005500534230749
13,0.6770833333333333,0.26041666666666663,0.23958333333333331,0.34375,Dy,0.27604166666666663,SA,0.4739583333333333,6.7578125,LHS,0.4093627824728465
14,0.05208333333333333,0.15625,0.21875,0.03125,Ce,0.078125,TMTACN,0.46354166666666663,5.6640625,LHS,0.6812648286373303
15,0.71875,0.53125,0.7604166666666666,0.15625,MeOH,0.22395833333333331,SA,0.3802083333333333,4.7265625,LHS,0.42505378934846977
16,0.78125,0.9895833333333333,0.32291666666666663,0.4895833333333333,Ce,0.296875,SA,0.03645833333333333,6.1328125,LHS,0.5955814995418013
17,0.4895833333333333,0.96875,0.65625,0.4270833333333333,Yb,0.3802083333333333,MeOH,0.33854166666666663,7.3046875,LHS,0.4001834751323481
18,0.7395833333333333,0.4895833333333333,0.010416666666666666,0.40625,MeOH,0.005208333333333333,OA,0.21354166666666666,5.8984375,LHS,0.4074217776944517
19,0.03125,0.65625,0.8229166666666666,0.23958333333333331,Ce,0.15104166666666666,MeOH,0.203125,4.1796875,LHS,0.4144951250193675
20,0.010416666666666666,0.9270833333333333,0.19791666666666666,0.26041666666666663,Dy,0.4114583333333333,MeOH,0.046875,3.7890625,LHS,0.46990208086698004
21,0.23958333333333331,0.09375,0.07291666666666666,0.6145833333333333,Dy,0.171875,TMTACN,0.026041666666666664,7.2265625,LHS,0.3946288434723189
22,0.7604166666666666,0.7395833333333333,0.6354166666666666,0.5729166666666666,Dy,0.026041666666666664,MeOH,0.265625,5.4296875,LHS,0.39952057154475273
23,0.17708333333333331,0.8229166666666666,0.71875,0.59375,Yb,0.046875,MeOH,0.13020833333333331,5.9765625,LHS,0.4270268886778179
24,0.32291666666666663,0.07291666666666666,0.05208333333333333,0.8229166666666666,Dy,0.40104166666666663,TMTACN,0.234375,4.5703125,LHS,0.4766255476210491
25,0.59375,0.21875,0.5104166666666666,0.90625,Dy,0.4739583333333333,TMTACN,0.140625,5.1171875,LHS,0.4209717276146061
26,0.8020833333333333,0.7604166666666666,0.15625,0.78125,Yb,0.359375,OA,0.09895833333333333,6.3671875,LHS,0.39718381253734325
27,0.3645833333333333,0.11458333333333333,0.4895833333333333,0.71875,Dy,0.2552083333333333,SA,0.30729166666666663,5.5859375,LHS,0.3992307095138171
28,0.90625,0.8645833333333333,0.8854166666666666,0.07291666666666666,Ce,0.390625,MeOH,0.3177083333333333,7.3828125,LHS,0.39385531743242813
29,0.5520833333333333,0.8854166666666666,0.46875,0.19791666666666666,Ce,0.43229166666666663,SA,0.16145833333333331,4.6484375,LHS,0.4128822965780292
30,0.40625,0.05208333333333333,0.5729166666666666,0.11458333333333333,Dy,0.453125,MeOH,0.40104166666666663,6.2109375,LHS,0.4204311101367703
31,0.13541666666666666,0.6354166666666666,0.13541666666666666,0.8645833333333333,Ce,0.421875,OA,0.296875,4.2578125,LHS,0.4186559072627011
32,0.96875,0.71875,0.6145833333333333,0.8854166666666666,Dy,0.19270833333333331,TMTACN,0.24479166666666666,6.8359375,LHS,0.6103926454338692
33,0.4270833333333333,0.6145833333333333,0.26041666666666663,0.21875,Yb,0.03645833333333333,OA,0.171875,6.9921875,LHS,0.3791130429652639
34,0.84375,0.6979166666666666,0.7395833333333333,0.38541666666666663,Dy,0.13020833333333331,MeOH,0.484375,6.9140625,LHS,0.4886660073756635
35,0.15625,0.40625,0.44791666666666663,0.7395833333333333,Dy,0.057291666666666664,OA,0.06770833333333333,4.4140625,LHS,0.43141810772685474
36,0.8229166666666666,0.17708333333333331,0.03125,0.5104166666666666,Ce,0.18229166666666666,SA,0.421875,4.0234375,LHS,0.43992308490987525
37,0.44791666666666663,0.32291666666666663,0.6979166666666666,0.65625,Dy,0.2864583333333333,SA,0.3489583333333333,4.9609375,LHS,0.41594995467494106
38,0.28125,0.6770833333333333,0.09375,0.6354166666666666,MeOH,0.11979166666666666,SA,0.453125,5.8203125,LHS,0.4104245342586819
39,0.5104166666666666,0.4270833333333333,0.28125,0.9895833333333333,Ce,0.234375,MeOH,0.27604166666666663,6.6796875,LHS,0.39180312618298824
40,0.8645833333333333,0.59375,0.59375,0.05208333333333333,Dy,0.328125,TMTACN,0.49479166666666663,5.7421875,LHS,0.6139305434092486
41,0.6979166666666666,0.03125,0.53125,0.96875,MeOH,0.21354166666666666,TMTACN,0.22395833333333331,6.6015625,LHS,0.40006655054566026
42,0.38541666666666663,0.23958333333333331,0.90625,0.53125,MeOH,0.109375,OA,0.11979166666666666,4.8046875,LHS,0.4055898997897763
43,0.46875,0.19791666666666666,0.4270833333333333,0.46875,Yb,0.3489583333333333,MeOH,0.19270833333333331,5.1953125,LHS,0.41840091768805815
44,0.53125,0.13541666666666666,0.3020833333333333,0.6770833333333333,Yb,0.30729166666666663,MeOH,0.015625,4.8828125,LHS,0.399724990856271
45,0.6145833333333333,0.38541666666666663,0.9270833333333333,0.09375,Dy,0.484375,SA,0.109375,4.4921875,LHS,0.4287686794296986
46,0.9479166666666666,0.44791666666666663,0.3645833333333333,0.28125,Ce,0.140625,TMTACN,0.43229166666666663,7.0703125,LHS,0.4365287455553783
47,0.11458333333333333,0.84375,0.6770833333333333,0.3645833333333333,Ce,0.24479166666666666,MeOH,0.36979166666666663,7.4609375,LHS,0.41631047815480104
48,0.0,0.0,0.0,0.0,Yb,0.0,MeOH,0.5,3.75,,0.0
49,0.0,1.0,0.6954459962326959,0.0,Ce,0.1092948045675072,TMTACN,0.2982639654855485,5.467070892680439,,0.4506365030764624
50,0.0466690828765186,0.6291657651111211,0.2639004682291282,0.3659435452936828,Ce,0.1617553668176747,SA,0.3399344834453482,6.1457668318774665,,0.42032407241972963
51,0.0237959887025614,0.8950990820828768,0.20504326340273,0.0,Ce,0.4479873829576592,OA,0.2368264825306365,7.435222105938356,,0.4262940654393859
