,Co3O(OH),Co3O,Co4O4,T1,rT1,T2,rT2,V_TOT,strategy,AMF
17,0.177083333,0.59375,0.65625,Yb,0.223958333,TMTACN,0.234375,3.789062,LHS,0.176213198
18,0.989583333,0.989583333,0.78125,Yb,0.463541667,OA,0.182291667,6.445313,LHS,0.089713572
19,0.03125,0.322916667,0.572916667,Ce,0.369791667,SA,0.151041667,4.960937,LHS,0.292713466
20,0.447916667,0.614583333,0.385416667,Yb,0.255208333,TMTACN,0.057291667,6.992188,LHS,0.10425749
21,0.052083333,0.302083333,0.447916667,Dy,0.182291667,SA,0.473958333,5.429687,LHS,0.252107038
22,0.114583333,0.28125,0.03125,Yb,0.067708333,TMTACN,0.328125,4.414063,LHS,0.325561323
23,0.364583333,0.78125,0.90625,Ce,0.098958333,MeOH,0.390625,4.257812,LHS,0.143678168
24,0.84375,0.572916667,0.40625,Ce,0.296875,TMTACN,0.109375,5.898437,LHS,0.104220003
25,0.34375,0.46875,0.885416667,Dy,0.234375,SA,0.432291667,4.882813,LHS,0.114777226
26,0.260416667,0.114583333,0.34375,MeOH,0.265625,OA,0.046875,6.054688,LHS,0.098363117
27,0.65625,0.447916667,0.177083333,MeOH,0.411458333,MeOH,0.036458333,7.382813,LHS,0.128921754
28,0.385416667,0.03125,0.072916667,MeOH,0.005208333,OA,0.119791667,3.867188,LHS,0.212886789
29,0.59375,0.427083333,0.010416667,MeOH,0.119791667,TMTACN,0.286458333,5.585938,LHS,0.198601312
30,0.302083333,0.822916667,0.260416667,Ce,0.015625,MeOH,0.380208333,4.023437,LHS,0.152109754
31,0.28125,0.010416667,0.135416667,Yb,0.130208333,TMTACN,0.015625,5.273438,LHS,0.153993817
32,0.322916667,0.635416667,0.96875,Yb,0.078125,MeOH,0.161458333,4.726562,LHS,0.138742912
33,0.697916667,0.385416667,0.635416667,Dy,0.213541667,SA,0.067708333,4.648438,LHS,0.083122877
34,0.197916667,0.135416667,0.864583333,Yb,0.046875,SA,0.463541667,6.914063,LHS,0.269217504
35,0.489583333,0.052083333,0.239583333,MeOH,0.473958333,TMTACN,0.192708333,7.070312,LHS,0.206021518
36,0.46875,0.552083333,0.15625,Dy,0.484375,MeOH,0.442708333,7.304687,LHS,0.254434374
37,0.072916667,0.760416667,0.802083333,Ce,0.380208333,OA,0.005208333,5.507813,LHS,0.292892064
38,0.96875,0.260416667,0.427083333,Yb,0.432291667,SA,0.140625,7.148438,LHS,0.09770022
39,0.947916667,0.947916667,0.989583333,Yb,0.036458333,TMTACN,0.296875,6.679688,LHS,0.284928843
40,0.15625,0.239583333,0.697916667,Dy,0.421875,OA,0.369791667,5.742188,LHS,0.219270088
41,0.510416667,0.177083333,0.677083333,MeOH,0.286458333,MeOH,0.026041667,4.570313,LHS,0.089316159
42,0.677083333,0.84375,0.927083333,MeOH,0.057291667,OA,0.276041667,5.195312,LHS,0.079050413
43,0.614583333,0.09375,0.84375,Ce,0.348958333,TMTACN,0.411458333,6.523438,LHS,0.173255675
44,0.739583333,0.677083333,0.322916667,Dy,0.453125,TMTACN,0.244791667,5.664062,LHS,0.134572699
45,0.427083333,0.927083333,0.46875,Yb,0.026041667,OA,0.401041667,6.757813,LHS,0.17806387
46,0.927083333,0.65625,0.28125,Ce,0.317708333,MeOH,0.307291667,6.210938,LHS,0.103739575
47,0.239583333,0.510416667,0.614583333,MeOH,0.307291667,SA,0.130208333,6.132812,LHS,0.145252238
48,0,0,1,Yb,0.5,TMTACN,0.5,3.75,,0.574087949
49,0.383460371,0,1,Yb,0.420709794,MeOH,0.5,7.5,,0.235391647
50,0,0.198939504,0.864196945,MeOH,0.148048248,TMTACN,0.300766349,7.5,,0.4913077
51,0.230787986,0,0,Yb,0.459367819,TMTACN,0.5,7.5,,0.12764135
52,0,0,0.227755571,MeOH,0,TMTACN,0.5,5.188122865,,1
53,0.551851657,0.147187409,0.171452968,MeOH,0,TMTACN,0.5,7.5,,0.310095738
54,0,0.250173594,0,Dy,0.244307109,TMTACN,0.086184085,3.75,,0.153011614
55,0.163630444,0.364007082,0.987815234,MeOH,0,TMTACN,0.5,6.193761577,,0.342686392
56,0.302952152,0,1,MeOH,0.372118275,SA,0.322627583,6.32476857,,0.350114078
57,0.123481071,0.156676162,0.381323986,Yb,0.307733275,TMTACN,0.453402668,5.983631483,,0.284557905
58,0.187693857,0.19293458,0.690521498,Yb,0.026998334,MeOH,0.157252256,5.403307693,,0.39562244
59,0.475448048,0.091273103,0.771777195,MeOH,0.431997976,SA,0.485378109,6.982629313,,0.251924628
60,0,0,0.356389742,Ce,0.5,SA,0.5,3.75,,0.397544766
61,1,0,0.13670709,Yb,0,TMTACN,0.5,4.501129092,,0.188653609
62,0.276789728,0.972739031,0.075295194,Yb,0.45856018,TMTACN,0.493771988,4.433999587,,0.275485106
63,0.441011041,0,0.196370405,Yb,0.341052909,MeOH,0.043616297,4.398555429,,0.126829872
64,0.431503842,0,0.352814381,Yb,0.229244476,OA,0.207147415,6.938635424,,0.091543245
65,0.370971936,0.186954472,0.495039453,Yb,0.33412979,OA,0.045590606,6.878351695,,0.135439506
66,0.903813826,0.284313084,0.024560624,Ce,0.227788674,MeOH,0.17829215,7.16868086,,0.200378187
67,0.753149427,0.140775793,0.41121943,Yb,0.018883927,MeOH,0.46948214,6.930621859,,0.22777722
68,0.41676006,0.569550044,0.331344584,Yb,0.030582587,SA,0.323201139,4.436872739,,0.152319187
69,0.984040835,0.232703799,1,Yb,0.117522673,OA,0.5,4.796059425,,0.205828772
70,0.788348371,0.10809087,0.244887474,Yb,0.292224909,SA,0.45783641,5.63209604,,0.163248533
71,0.39253238,0.330601678,1,Yb,0.345011202,SA,0.5,4.724962555,,0.230609226
72,0.389354281,0.365237108,0.190468708,Yb,0.23176368,OA,0.333945235,5.233588185,,0.131165007
73,0.301971009,0.103270834,0.833150662,Ce,0.38121576,SA,0.410649026,6.556592579,,0.257144352
74,0,0.794260456,0.498845096,Yb,0.28236216,OA,0.46844493,4.498458023,,0.26662456
75,0.262804553,0.858573534,0.691596847,MeOH,0.344332231,OA,0.088007433,7.175657618,,0.24768744
76,0.80569946,0.063064949,0.327458242,MeOH,0.381155612,TMTACN,0.193122316,7.027840939,,0.157119002
77,0.355483519,0.084433432,0.541410277,Ce,0.431016251,TMTACN,0.412250325,6.49099407,,0.278951711
78,0,0.961409708,0.075777627,Yb,0.310069557,OA,0.323488576,6.448201544,,0.3027761
79,0.373943236,0.049819498,0.256074273,Yb,0.063830497,SA,0.463848961,4.010311688,,0.189885616
80,0.021967969,0.251956482,0.519028463,MeOH,0.052960987,OA,0.448503658,4.900510817,,0.317374884
81,0.513710163,0.031927694,0.971283332,Yb,0.042352079,OA,0.179583434,6.653970511,,0.292015589
82,0.169972443,0.1501281,0,Yb,0.006875611,SA,0.161688184,5.319402596,,0.12876492
83,0.18085509,0.084242784,0.045285007,Yb,0.461288034,SA,0.334717272,4.600676805,,0.349223063
84,0.209581711,0.994197787,0.376665908,Yb,0,MeOH,0.421427833,6.912665961,,0.238133535
85,0.246282877,0.283055524,0.415473044,Yb,0.197505155,OA,0.457821686,7.173286581,,0.119381525
86,0.056925923,0.005832416,0.664663947,Ce,0,TMTACN,0.5,6.842642731,,0.609385952
87,0.19923142,0.249308679,0.246555995,Yb,0.336879051,TMTACN,0.324778455,6.018764488,,0.237398933
88,0.098659206,0.643464893,0.160681291,Ce,0.041710896,MeOH,0.5,6.379900295,,0.213773856
89,0.824751171,0.119022832,0.081125862,MeOH,0.072257958,OA,0.163873082,5.433906949,,0.17419295
90,0.418485798,0.131281019,0.142241987,Yb,0.433945283,TMTACN,0.458982278,6.90124176,,0.288665128
91,0.417182529,0.756346526,0.232755329,MeOH,0.060445764,TMTACN,0.320860071,6.637528704,,0.160199308
92,0.420949866,0.736008342,0.656330116,Yb,0.072951148,TMTACN,0.323475167,5.909671252,,0.189887115
93,0.9714589,0.18829854,0.937083485,Dy,0.047461752,SA,0.5,5.709115856,,0.177732418
94,0.21933606,0.59184696,0.045259977,Dy,0.071151831,TMTACN,0.0002222,5.501876304,,0.111677812
95,0.184181601,0.093148427,0.759139631,Dy,0.079515864,TMTACN,0.5,6.183998362,,0.402362123
