,Co3O(OH),Co3O,Co3O Degradation,Co4O4,Average % Diff,% Diff Scaled,Uniqueness,Uniqueness Scaled,Score
86,100.0,100.0,100.0,100.0,100.0,1.0,2.359845210485628,0.3281360663479437,0.6640680331739719
60,0.0,0.0,0.0,78.95383794702012,78.95383794702012,0.6810806062986329,4.408333333333333,0.6129779837775203,0.6470292950380766
50,0.0,100.0,98.21958470459175,100.0,99.55489617614793,0.9932551958271669,1.935014005602241,0.2690633611497902,0.6311592784884785
58,64.62241854383387,100.0,59.264635949334675,76.59070216237313,73.61514622695812,0.600181660341899,4.759811898627688,0.6618510171904085,0.6310163387661538
54,0.0,100.0,27.842603182404574,0.0,63.92130159120229,0.4532876543902165,5.589036879383179,0.7771546066349727,0.6152211305125946
175,64.35313113965799,100.0,42.258466430136224,100.0,78.49412145157537,0.6741143715223022,3.9934166390570565,0.5552838895560218,0.614699130539162
82,25.400998482472374,100.0,37.749973733296144,0.0,47.13799267456022,0.1989646718661708,7.191666666666666,1.0,0.5994823359330854
152,100.0,100.0,100.0,100.0,100.0,1.0,1.109845210485628,0.15432378361329707,0.5771618918066486
181,100.0,0.0,0.0,100.0,100.0,1.0,1.0812737819141995,0.15035093143650516,0.5751754657182526
151,100.0,100.0,100.0,100.0,100.0,1.0,0.859845210485628,0.11956132706636774,0.5597806635331839
157,84.75570284189092,100.0,92.74691007845504,100.0,93.70971929370614,0.9046813141506431,1.3509166390570564,0.18784472385497888,0.546263019002811
161,0.0,100.0,59.49156498562868,100.0,89.87289124640716,0.8465406008224504,1.619263977992631,0.22515837469190697,0.5358494877571787
48,0.0,0.0,0.0,66.54339509945191,66.54339509945191,0.49302109699006863,3.897619047619048,0.5419632511173648,0.5174921740537167
118,27.7540200969504,100.0,78.05976396633562,100.0,72.26130069337273,0.5796663951049661,3.031601640330293,0.4215436811583258,0.5006050381316459
148,0.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,0.5
52,0.0,0.0,0.0,100.0,100.0,1.0,0.0,0.0,0.5
83,69.64338633538394,100.0,52.78424605911189,85.54102053338465,77.19217663277485,0.6543855748324702,2.451027676027676,0.34081497233293295,0.49760027358270154
95,90.95682426175533,100.0,85.79219716339279,66.37399498569928,83.408972609717,0.748590722485544,1.639444777585195,0.22796451136758217,0.48827761692656313
153,87.62871376886301,100.0,41.628000086677716,78.9086275036401,79.11711377194733,0.6835547784047297,2.068149259377912,0.28757579504675485,0.4855652867257423
77,46.55472380970434,100.0,85.17026583598195,71.46786918709901,70.20257530493144,0.548469854328243,2.9768397355683875,0.41392904781947454,0.48119945107385875
80,70.51071400308697,100.0,30.774557375015213,71.13665929388773,69.0115506614941,0.5304218674215451,2.8697477960635855,0.39903793224522627,0.46472989983338564
127,56.83860367252565,81.39727986169237,14.335711102276626,100.0,68.23503305150338,0.5186550414913222,2.925992396632814,0.4068587341783751,0.4627568878348487
55,79.65871694919834,100.0,66.16556655323008,74.9918186913422,79.24443963905185,0.6854841890135264,1.6677640022202092,0.2319022946308518,0.45869324182218907
187,100.0,100.0,66.08368516944334,100.0,94.34728086157389,0.9143424936169908,0.0,0.0,0.4571712468084954
53,48.334760283196005,100.0,83.55569778173736,74.23644671015069,71.44968529473846,0.5673677208764034,2.342314451770659,0.3256984173956884,0.4465330691360459
141,81.38136153826267,69.89651715060862,15.430741497397571,100.0,74.68166362075526,0.616342948074338,1.9857142857142858,0.2761132262870386,0.4462280871806883
149,0.0,0.0,0.0,90.28287294384572,90.28287294384572,0.8527531878987363,0.0,0.0,0.42637659394936817
37,67.1678653473896,100.0,28.9665446450735,76.11168427969255,69.2542739832063,0.5340999334937712,1.9737828837828835,0.2744541669223013,0.4042770502080362
22,49.3654276916585,100.0,26.753433512411682,100.0,70.91404814928812,0.5592510355994902,1.7327023533427706,0.24093196106736092,0.40009149833342555
19,70.8634879831607,100.0,29.057017496817863,66.33640957506614,67.24280210221191,0.5036194406077416,2.1290209790209786,0.2960399970828707,0.39982971884530616
