,Cr3O,Mn3O 1,Mn3O 2,Average % Diff,% Diff Scaled,Uniqueness,Uniqueness Scaled,Score
0,24.241050355035505,100.0,100.0,31.060262588758874,0.5322960723366783,0.05263157894736842,0.0044544095359108655,0.2683752409362946
1,53.5529442336213,100.0,100.0,38.388236058405326,0.6578794116575727,0.25,0.021158445295576613,0.33951892847657467
2,59.44489385742666,100.0,100.0,39.86122346435667,0.6831227723197281,0.0,0.0,0.34156138615986403
3,31.31419266926693,100.0,100.0,32.82854816731673,0.5626001132489593,0.25263157894736843,0.021381165772372156,0.29199063951066573
4,56.65152498377677,100.0,100.0,39.16288124594419,0.6711549140652915,0.3449346405228758,0.029193122888210608,0.35017401847675106
5,47.101851435143516,100.0,100.0,36.77546285878588,0.6302404682560452,0.27256621947024423,0.023068309776333167,0.32665438901618915
6,45.17238546284535,100.0,100.0,36.293096365711335,0.621973899711859,0.3333333333333333,0.02821126039410215,0.3250925800529806
7,31.363608779620918,100.0,100.0,32.840902194905226,0.5628118307237907,0.0,0.0,0.28140591536189535
8,38.624056155615555,100.0,100.0,34.65601403890389,0.5939183579996402,0.8058995528035775,0.0682063264068966,0.3310623422032684
9,29.316433393339327,100.0,100.0,32.32910834833483,0.5540409501300736,0.05263157894736842,0.0044544095359108655,0.27924767983299226
10,52.81818181818182,100.0,100.0,38.20454545454545,0.6547314090712987,1.9166666666666665,0.16221474726608737,0.40847307816869305
11,29.098788878887888,100.0,100.0,32.27469721972197,0.5531084779731089,0.05263157894736842,0.0044544095359108655,0.2787814437545099
12,29.44437114905604,100.0,100.0,32.36109278726401,0.554589084298909,0.05263157894736842,0.0044544095359108655,0.27952174691740994
13,24.691312881288127,100.0,100.0,31.17282822032203,0.5342251688274096,0.25263157894736843,0.021381165772372156,0.27780316729989085
14,54.58403445778159,100.0,100.0,38.6460086144454,0.6622969956604193,3.53227960549942,0.29895017920656164,0.4806235874334905
15,25.646365386538648,100.0,100.0,31.411591346634662,0.5383169782250878,0.25263157894736843,0.021381165772372156,0.27984907199873
16,34.12117511751175,100.0,100.0,33.530293779377935,0.5746262972521449,0.0,0.0,0.28731314862607243
17,41.91631288128813,100.0,100.0,35.47907822032203,0.6080236421967042,0.0,0.0,0.3040118210983521
18,24.78853385338534,100.0,100.0,31.197133463346333,0.5346417005731426,0.05263157894736842,0.0044544095359108655,0.2695480550545268
19,72.49839640795382,100.0,100.0,43.12459910198845,0.7390489586971503,0.0,0.0,0.36952447934857513
20,100.0,100.0,100.0,50.0,0.8568763235912297,0.0,0.0,0.42843816179561484
21,36.55629379449191,100.0,100.0,34.13907344862298,0.5850592749493405,0.3333333333333333,0.02821126039410215,0.30663526767172133
22,30.99613195820929,100.0,100.0,32.74903298955232,0.5612374197851098,0.0,0.0,0.2806187098925549
23,61.931420308307175,100.0,100.0,40.48285507707679,0.6937760005384422,0.25,0.021158445295576613,0.35746722291700944
24,40.68148888814028,100.0,100.0,35.17037222203507,0.6027331849790504,0.38596491228070173,0.03266566993001301,0.31769942745453167
