5.500952e+002,1.028866e+002
5.505773e+002,1.029036e+002
5.510594e+002,1.027509e+002
5.515415e+002,1.025038e+002
5.520236e+002,1.022461e+002
5.525057e+002,1.020288e+002
5.529879e+002,1.018531e+002
5.534700e+002,1.016866e+002
5.539521e+002,1.014921e+002
5.544342e+002,1.012613e+002
5.549163e+002,1.010262e+002
5.553984e+002,1.008478e+002
5.558806e+002,1.007815e+002
5.563627e+002,1.008549e+002
5.568448e+002,1.010483e+002
5.573269e+002,1.013057e+002
5.578090e+002,1.015525e+002
5.582911e+002,1.017273e+002
5.587733e+002,1.018018e+002
5.592554e+002,1.017781e+002
5.597375e+002,1.016758e+002
5.602196e+002,1.015122e+002
5.607017e+002,1.012936e+002
5.611838e+002,1.010186e+002
5.616660e+002,1.006913e+002
5.621481e+002,1.003370e+002
5.626302e+002,1.000014e+002
5.631123e+002,9.973809e+001
5.635944e+002,9.959055e+001
5.640765e+002,9.957045e+001
5.645587e+002,9.965475e+001
5.650408e+002,9.979266e+001
5.655229e+002,9.992988e+001
5.660050e+002,1.000259e+002
5.664871e+002,1.000672e+002
5.669692e+002,1.000654e+002
5.674514e+002,1.000417e+002
5.679335e+002,1.000107e+002
5.684156e+002,9.997015e+001
5.688977e+002,9.990396e+001
5.693798e+002,9.979579e+001
5.698619e+002,9.964490e+001
5.703441e+002,9.947406e+001
5.708262e+002,9.932554e+001
5.713083e+002,9.924297e+001
5.717904e+002,9.925909e+001
5.722725e+002,9.938078e+001
5.727546e+002,9.958977e+001
5.732368e+002,9.984859e+001
5.737189e+002,1.001154e+002
5.742010e+002,1.003564e+002
5.746831e+002,1.005480e+002
5.751652e+002,1.006771e+002
5.756473e+002,1.007364e+002
5.761295e+002,1.007207e+002
5.766116e+002,1.006296e+002
5.770937e+002,1.004733e+002
5.775758e+002,1.002767e+002
5.780579e+002,1.000753e+002
5.785400e+002,9.990746e+001
5.790222e+002,9.980383e+001
5.795043e+002,9.977573e+001
5.799864e+002,9.981396e+001
5.804685e+002,9.989175e+001
5.809506e+002,9.997621e+001
5.814327e+002,1.000360e+002
5.819149e+002,1.000489e+002
5.823970e+002,1.000047e+002
5.828791e+002,9.990091e+001
5.833612e+002,9.974084e+001
5.838433e+002,9.953195e+001
5.843254e+002,9.928817e+001
5.848076e+002,9.903195e+001
5.852897e+002,9.879009e+001
5.857718e+002,9.859135e+001
5.862539e+002,9.845638e+001
5.867360e+002,9.839111e+001
5.872181e+002,9.838750e+001
5.877003e+002,9.842794e+001
5.881824e+002,9.849449e+001
5.886645e+002,9.857413e+001
5.891466e+002,9.866212e+001
5.896287e+002,9.875712e+001
5.901108e+002,9.885313e+001
5.905930e+002,9.893458e+001
5.910751e+002,9.897688e+001
5.915572e+002,9.895406e+001
5.920393e+002,9.885476e+001
5.925214e+002,9.869117e+001
5.930035e+002,9.850343e+001
5.934857e+002,9.834467e+001
5.939678e+002,9.826482e+001
5.944499e+002,9.829157e+001
5.949320e+002,9.841908e+001
5.954141e+002,9.861100e+001
5.958962e+002,9.881319e+001
5.963784e+002,9.897807e+001
5.968605e+002,9.907557e+001
5.973426e+002,9.910290e+001
5.978247e+002,9.907748e+001
5.983068e+002,9.902375e+001
5.987889e+002,9.895872e+001
5.992711e+002,9.888536e+001
5.997532e+002,9.879577e+001
6.002353e+002,9.868184e+001
6.007174e+002,9.854599e+001
6.011995e+002,9.840676e+001
6.016816e+002,9.829412e+001
6.021638e+002,9.823721e+001
6.026459e+002,9.825424e+001
6.031280e+002,9.834290e+001
6.036101e+002,9.848253e+001
6.040922e+002,9.863915e+001
6.045743e+002,9.877921e+001
6.050565e+002,9.887885e+001
6.055386e+002,9.892664e+001
6.060207e+002,9.892378e+001
6.065028e+002,9.887844e+001
6.069849e+002,9.880102e+001
6.074670e+002,9.870139e+001
6.079492e+002,9.859112e+001
6.084313e+002,9.848547e+001
6.089134e+002,9.840230e+001
6.093955e+002,9.836060e+001
6.098776e+002,9.837460e+001
6.103597e+002,9.844794e+001
6.108419e+002,9.857207e+001
6.113240e+002,9.872701e+001
6.118061e+002,9.888842e+001
6.122882e+002,9.903208e+001
6.127703e+002,9.914008e+001
6.132524e+002,9.920339e+001
6.137346e+002,9.921951e+001
6.142167e+002,9.919016e+001
6.146988e+002,9.911849e+001
6.151809e+002,9.900989e+001
6.156630e+002,9.887350e+001
6.161451e+002,9.872308e+001
6.166273e+002,9.857864e+001
6.171094e+002,9.846181e+001
6.175915e+002,9.839069e+001
6.180736e+002,9.837727e+001
6.185557e+002,9.842406e+001
6.190378e+002,9.852541e+001
6.195200e+002,9.866950e+001
6.200021e+002,9.884047e+001
6.204842e+002,9.901924e+001
6.209663e+002,9.918232e+001
6.214484e+002,9.930612e+001
6.219305e+002,9.936870e+001
6.224127e+002,9.935602e+001
6.228948e+002,9.926860e+001
6.233769e+002,9.912415e+001
6.238590e+002,9.895634e+001
6.243411e+002,9.880375e+001
6.248232e+002,9.870189e+001
6.253054e+002,9.867193e+001
6.257875e+002,9.871568e+001
6.262696e+002,9.881873e+001
6.267517e+002,9.895786e+001
6.272338e+002,9.911195e+001
6.277159e+002,9.926593e+001
6.281981e+002,9.941315e+001
6.286802e+002,9.955132e+001
6.291623e+002,9.967593e+001
6.296444e+002,9.977642e+001
6.301265e+002,9.983757e+001
6.306086e+002,9.984315e+001
6.310908e+002,9.978444e+001
6.315729e+002,9.966541e+001
6.320550e+002,9.950394e+001
6.325371e+002,9.932584e+001
